Col_0,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,source_file,Col_26,Col_27,Col_28,Col_29
ABL생명,(무)우리WON건강N더보장종합보험(일반심사형),주계약,사망보험금 + 사망보험금 + 사망보험금,보험기간 중 피보험자가 사망하였을 때,보험가입금액,100만원,"7,440 원","6,540 원",2.50 %,-,-,95.8 %,93.7 %,-,-,-,-,기본형,일반,-,-,-,-,,비유니버셜,file_10.xls,,,,
ABL생명,(무)우리WON건강N더보장종합보험(해약환급금 미지급형)(일반심사형),주계약,사망보험금 + 사망보험금 + 사망보험금,보험기간 중 피보험자가 사망하였을 때,보험가입금액,100만원,"6,420 원","5,550 원",2.50 %,-,-,118.6 %,117.3 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,,비유니버셜,file_10.xls,,,,
ABL생명,(무)우리WON톡톡튀는여성건강보험(해약환급금 미지급형)(일반심사형),주계약,사망보험금 + 사망보험금 + 사망보험금,보험기간 중 피보험자가 사망하였을 때,보험가입금액,100만원,0 원,"5,550 원",2.50 %,-,-,-,117.3 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,,비유니버셜,file_10.xls,,,,
ABL생명,(무)우리WON톡톡튀는여성건강보험(일반심사형),주계약,사망보험금 + 사망보험금 + 사망보험금,보험기간 중 피보험자가 사망하였을 때,보험가입금액,100만원,0 원,"6,540 원",2.50 %,-,-,-,93.7 %,-,-,-,-,기본형,일반,-,-,-,-,,비유니버셜,file_10.xls,,,,
ABL생명,(무)우리WON건강환급보험,주계약,사망보험금 + 사망보험금 + 사망보험금,보험기간 중 피보험자가 사망하였을 때,보험가입금액,200만원 원,"14,880 원","13,080 원",2.50 %,-,-,103.7 %,101.7 %,-,-,-,-,기본형,일반,-,-,-,-,비갱신형,비유니버셜,file_10.xls,,,,
삼성생명,"삼성 더블보장보험(2601)(무배당,보증비용부과형)(저해약환급급형) 1종 1형",주계약,사망보험금 + 사망보험금 + 사망보험금,지급사유별 상이(상품요약서 참고),지급사유별 상이(상품요약서 참고),1억원,"1,677,000 원","1,449,000 원",-,2.05 %,"가입후 10년 이내 1.0%, 10년 초과 0.5%",178.2 %,185.9 %,-,-,-,-,기본형,무해지/저해지환급,보증,매년 주보험 계약자적립액의 0.1%(매월 0.00833333%),보증,주보험 납입보험료의 0.2% + 매년 주보험 계약자적립액의 0.15%(매월 0.0125%),,비유니버셜,file_10.xls,,,,
삼성생명,"삼성 New플러스원 건강보험(2601)(무배당,저해약환급금형)_1종(건강고지형)",주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 사망하였을 경우,100만원,100만원 원,"6,840 원","6,150 원",2.15 %,-,-,110.1 %,111.0 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,file_10.xls,,,,
삼성생명,"삼성 New플러스원 건강보험(2601)(무배당,저해약환급금형)_2종(일반고지형)",주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 사망하였을 경우,100만원,100만원 원,"7,350 원","6,660 원",2.15 %,-,-,111.2 %,111.2 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,file_10.xls,,,,
교보생명,교보3밸런스보장보험 PLUS (무배당),주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 사망하였을 경우,기본보험금액의 100% + 추가계약자적립액,"10,000만원","1,362,000 원","1,314,000 원",2.50 %,-,-,213.1 %,231.5 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,,비유니버셜,file_10.xls,,,,
교보생명,교보3밸런스보장보험 PLUS [D](무배당),주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 사망하였을 경우,기본보험금액의 100% + 추가계약자적립액,"10,000만원","1,362,000 원","1,314,000 원",2.50 %,-,-,213.1 %,231.5 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,,비유니버셜,file_10.xls,,,,
교보생명,"교보행복한준비보험II [D](무배당,보험금보증비용부과형)",주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 사망하였을 경우,기본보험금액의 100% + 가산계약자적립액 + 추가계약자적립액,"1,000만원","64,500 원","57,600 원",-,2.10 %,0.75,119.6 %,122.7 %,-,-,-,-,기본형,무해지/저해지환급,보증,"20년 이내 매년 기본계약자적립액의 4% + 매년 보험가입금액의 0.2%, 20년 초과 매년 보험가입금액의 0.05%",-,-,,비유니버셜,file_10.xls,,,,
교보생명,"교보행복한준비보험II (무배당,보험금보증비용부과형)",주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 사망하였을 경우,기본보험금액의 100% + 가산계약자적립액 + 추가계약자적립액,"1,000만원","64,500 원","57,600 원",-,2.10 %,0.75,119.6 %,122.7 %,-,-,-,-,기본형,무해지/저해지환급,보증,"20년 이내 매년 기본계약자적립액의 4% + 매년 보험가입금액의 0.2%, 20년 초과 매년 보험가입금액의 0.05%",-,-,,비유니버셜,file_10.xls,,,,
삼성생명,"삼성 The퍼스트 건강보험(2601)(무배당,무해약환급금형)_2종(일반고지형)",주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 사망하였을 경우,"보험가입금액 100% ※ 보험기간 중 피보험자에게 사망보험금 지급사유가 발생한 경우에는 해당 보험금과 ""이미 납입한 보험료"" 중 큰 금액을 지급합니다.",1000만원,"51,300 원","44,100 원",2.75 %,-,-,85.6 %,83.7 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
삼성생명,"삼성 The퍼스트 건강보험(2601)(무배당,무해약환급금형)_1종(건강고지형)",주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 사망하였을 경우,"보험가입금액 100% ※ 보험기간 중 피보험자에게 사망보험금 지급사유가 발생한 경우에는 해당 보험금과 ""이미 납입한 보험료"" 중 큰 금액을 지급합니다.",1000만원,"46,500 원","39,900 원",2.75 %,-,-,83.8 %,82.8 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
삼성생명,"삼성 인터넷 입원 건강보험(2601)(무배당,무해약환급금형)",주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 사망하였을 경우,"500만원(※ 보험기간 중 피보험자에게 사망보험금 지급사유가 발생한 경우에는 해당 보험금과 ""이미 납입한보험료"" 중 큰 금액을 지급합니다.)",500만원,"23,400 원","20,100 원",2.75 %,-,-,80.5 %,78.3 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
삼성생명,"삼성시그널건강보험(2601)(무배당,무해약환급금형)",주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 사망하였을 경우,100만원,100만원 원,"5,400 원","4,443 원",2.50 %,-,-,102.7 %,98.9 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
흥국생명,(무)흥국생명다재다능1540보험(해약환급금미지급형V2),주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 보장개시일 이후 재해를 원인으로 사망하였을 때,5년 미만 1000% / 5년 이후 100%,"10,000만원","298,500 원","212,100 원",2.75 %,-,-,116.5 %,131.7 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
흥국생명,(무)흥국생명실속있는건강보험(해약환급금미지급형V2),주계약,사망보험금 + 사망보험금 + 사망보험금,재해를 원인으로 사망시,보험가입금액 100%,"10,000만원","285,000 원","243,000 원",2.75 %,-,-,101.7 %,101.2 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
흥국생명,(무)흥국생명 다(多)사랑통합보험V2(해약환급금 미지급형V2),주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 보장개시일 이후 재해를 원인으로 사망하였을 때,"5년 미만 보험가입금액의 1000%, 5년 이후 보험가입금액의 100%","10,000만원","333,000 원","270,000 원",2.75 %,-,-,101.7 %,101.2 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
흥국생명,(무)흥국생명 다(多)사랑통합보험V2(갱신형),주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 보장개시일 이후 사망하였을 때,재해를 원인으로 사망시 100%,"10,000만원","39,000 원","24,000 원",2.75 %,-,-,120.2 %,165.3 %,-,-,-,-,기본형,순수보장,-,-,-,-,갱신형,비유니버셜,file_11.xls,,,,
흥국생명,(무)흥국생명 다(多)사랑통합보험V2,주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 보장개시일 이후 재해를 원인으로 사망하였을 때,5년 미만 1000% / 5년 이후 100%,"10,000만원","423,000 원","354,000 원",2.75 %,-,-,102.8 %,102.6 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
흥국생명,(무)흥국생명 오튼튼5.10.5건강보험(해약환급금미지급형V2),주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간중 보장개시일 이후 재해로 인하여 사망하였을 때,"5년미만의 경우 가입금액의 1,000% 지급, 5년 이후의 경우 가입금액의 100% 지급","10,000만원 원","336,000 원","279,000 원",3.00 %,-,-,105.2 %,105.0 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
교보생명,교보뇌·심장보험[D](무배당)_무해약환급금형,주계약,사망보험금 + 사망보험금 + 사망보험금,보험기간 중 피보험자가 사망하였을 경우,"3,000만원","3,000만원","122,130 원","90,630 원",2.50 %,-,-,139.2 %,160.5 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
교보생명,교보뇌·심장보험(무배당)_무해약환급금형,주계약,사망보험금 + 사망보험금 + 사망보험금,보험기간 중 피보험자가 사망하였을 경우,"3,000만원","3,000만원","122,130 원","90,630 원",2.50 %,-,-,139.2 %,160.5 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
교보생명,교보뇌·심장보험[D](무배당)_만기환급형,주계약,사망보험금 + 사망보험금 + 사망보험금,보험기간 중 피보험자가 사망하였을 경우,"3,000만원","3,000만원","161,460 원","105,840 원",2.50 %,-,-,118.5 %,124.0 %,-,-,-,-,기본형,만기환급,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
교보생명,교보뇌·심장보험(무배당)_만기환급형,주계약,사망보험금 + 사망보험금 + 사망보험금,보험기간 중 피보험자가 사망하였을 경우,"3,000만원","3,000만원","161,460 원","105,840 원",2.50 %,-,-,118.5 %,124.0 %,-,-,-,-,기본형,만기환급,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
KDB생명,KDB라이프핏건강보험(해약환급금미지급형Ⅲ)(무),주계약,사망보험금 + 사망보험금 + 사망보험금,보험기간 중 피보험자가 사망하였을 때,100만원,100만원,"5,010 원","3,960 원",2.50 %,-,-,151.1 %,204.1 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
KDB생명,KDB라이프핏건강보험(표준형)(무),주계약,사망보험금 + 사망보험금 + 사망보험금,보험기간 중 피보험자가 사망하였을 때,100만원,100만원,"6,840 원","5,370 원",2.50 %,-,-,157.4 %,214.9 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
KB라이프생명,KB 3.N.5 딱좋은 요즘 건강보험 무배당(일반심사형)(표준형),주계약,사망보험금 + 사망보험금 + 사망보험금,"보험기간 중 사망 시(단, 이미 납입한 주계약 보험료가 사망보험금을 초과하는 경우, 이미 납입한 주계약 보험료를 사망보험금으로 지급함)",100만원,100만원 원,"5,670 원","4,530 원",2.75 %,-,-,111.4 %,134.9 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
KB라이프생명,KB 3.N.5 딱좋은 요즘 건강보험 무배당(일반심사형)(해약환급금 미지급형),주계약,사망보험금 + 사망보험금 + 사망보험금,"보험기간 중 사망 시(단, 이미 납입한 주계약 보험료가 사망보험금을 초과하는 경우, 이미 납입한 주계약 보험료를 사망보험금으로 지급함)",100만원,100만원,"4,620 원","3,660 원",2.75 %,-,-,118.7 %,142.0 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
KB라이프생명,KB 3.N.5 딱좋은 요즘 건강보험 무배당(일반심사형)(표준형)(납입면제형),주계약,사망보험금 + 사망보험금 + 사망보험금,"보험기간 중 사망 시(단, 이미 납입한 주계약 보험료가 사망보험금을 초과하는 경우, 이미 납입한 주계약 보험료를 사망보험금으로 지급함)",100만원,100만원 원,"6,000 원","4,800 원",2.75 %,-,-,113.9 %,137.3 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
KB라이프생명,KB 3.N.5 딱좋은 요즘 건강보험 무배당(일반심사형)(해약환급금 미지급형)(납입면제형),주계약,사망보험금 + 사망보험금 + 사망보험금,"보험기간 중 사망 시(단, 이미 납입한 주계약 보험료가 사망보험금을 초과하는 경우, 이미 납입한 주계약 보험료를 사망보험금으로 지급함)",100만원,100만원 원,"4,860 원","3,870 원",2.75 %,-,-,120.7 %,147.6 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
KB라이프생명,KB 3.N.5 딱좋은 요즘 건강보험 무배당(갱신형)(일반심사형)(해약환급금 미지급형),주계약,사망보험금 + 사망보험금 + 사망보험금,"보험기간 중 사망 시(단, 이미 납입한 주계약 보험료가 사망보험금을 초과하는 경우, 이미 납입한 주계약 보험료를 사망보험금으로 지급함)",보험가입금액,100만원 원,570 원,330 원,2.75 %,-,-,111.8 %,113.7 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,갱신형,비유니버셜,file_11.xls,,,,
KB라이프생명,KB 5.10.5 딱좋은 플러스 건강보험 무배당(건강고지형)(해약환급금 미지급형),주계약,사망보험금 + 사망보험금 + 사망보험금,"보험기간 중 사망 시(단, 이미 납입한 주계약 보험료가 사망보험금을 초과하는 경우, 이미 납입한 주계약 보험료를 사망보험금으로 지급함)",보험가입금액,100만원 원,"4,530 원","3,540 원",2.75 %,-,-,116.3 %,137.4 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
KB라이프생명,KB 5.10.5 딱좋은 플러스 건강보험 무배당(건강고지형)(해약환급금 미지급형)(납입면제형),주계약,사망보험금 + 사망보험금 + 사망보험금,"보험기간 중 사망 시(단, 이미 납입한 주계약 보험료가 사망보험금을 초과하는 경우, 이미 납입한 주계약 보험료를 사망보험금으로 지급함)",보험가입금액,100만원 원,"4,770 원","3,750 원",2.75 %,-,-,117.2 %,140.5 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
KB라이프생명,KB 5.10.5 딱좋은 플러스 건강보험 무배당(건강고지형),주계약,사망보험금 + 사망보험금 + 사망보험금,"보험기간 중 사망 시(단, 이미 납입한 주계약 보험료가 사망보험금을 초과하는 경우, 이미 납입한 주계약 보험료를 사망보험금으로 지급함)",보험가입금액,100만원 원,"5,550 원","4,380 원",2.75 %,-,-,109.1 %,130.4 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
KB라이프생명,KB 5.10.5 딱좋은 플러스 건강보험 무배당(건강고지형)(납입면제형),주계약,사망보험금 + 사망보험금 + 사망보험금,"보험기간 중 사망 시(단, 이미 납입한 주계약 보험료가 사망보험금을 초과하는 경우, 이미 납입한 주계약 보험료를 사망보험금으로 지급함)",보험가입금액,100만원 원,"5,910 원","4,650 원",2.75 %,-,-,110.4 %,131.2 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
KB라이프생명,KB 딱좋은 e-건강보험 무배당(갱신형)(일반심사형)(해약환급금 미지급형),주계약,사망보험금 + 사망보험금 + 사망보험금,"보험기간 중 사망 시(단, 이미 납입한 주계약 보험료가 사망보험금을 초과하는 경우, 이미 납입한 주계약 보험료를 사망보험금으로 지급함)",보험가입금액,100만원 원,570 원,330 원,2.75 %,-,-,111.8 %,113.7 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,갱신형,비유니버셜,file_11.xls,,,,
NH농협생명,"건강플러스NH통합보험(해약환급금 미지급형,무배당)_2601",주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 사망한 경우,"1,000만원","1,000만원 원","25,200 원","13,800 원",2.50 %,-,-,111.7 %,125.0 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
NH농협생명,"건강플러스NH통합보험(표준형,무배당)_2601",주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 사망한 경우,"1,000만원","1,000만원 원","28,200 원","15,600 원",2.50 %,-,-,108.0 %,125.6 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,file_11.xls,,,,
ABL생명,(무)우리WON전신마취수술보험(해약환급금 미지급형)(일반심사형),주계약,종합병원 전신마취수술급여금 + 종합병원 전신마취수술급여금 + 종합병원 전신마취수술급여금,"피보험자가 보험기간 중 발생한 질병 또는 재해의 치료를 직접적인 목적으로 보험기간 중 “종합병원”에서 “전신마취”를 하고 마취시간 3시간 이상의 “수술”을 받았을 때 (수술 1회당)('다만, 계약일부터 1년 미만의 기간 내에 재해 이외의 원인으로 지급사유가 발생한 경우에는 각 구간별 약정한 금액의 50%를 지급')","""보험가입금액 1,000만원 기준 마취시간 3시간 이상 4시간 미만 : 300만원, 4시간 이상 5시간 미만 : 400만원, 5시간 이상 6시간 미만 : 500만원, 6시간 이상 7시간 미만 : 600만원, 7시간 이상 8시간 미만 : 700만원, 8시간 이상 9시간 미만 : 800만원, 9시간 이상 10시간 미만 : 900만원, 10시간 이상 : 1,000만원 ""","1,000만원 원","33,300 원","28,800 원",2.50 %,-,-,107.3 %,104.3 %,-,-,-,-,기타,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 - 간편심사형(355) : 30세~최대80세(형태별,성별,납입기간별 상이) - 일반심사형 : 만15세~최대80세(형태별,성별,납입기간별 상이) 2. 가입한도 - 간편심사형(355) : 1,000만원~2,000만원 - 일반심사형 : 1,000만원~3,000만원 3. 보험종류 - 간편심사형(355) : 기본형, 해약환급금 미지급형 - 일반심사형 : 기본형, 해약환급금 미지급형 4. 보험기간 : 80세,90세,종신만기 5. 납입기간 : 5,10,15,20,30년 6. 보험료 예시기준 : 40세, 80세만기 ,20년납, 월납, 주계약 특약 각각 1,000만원 기준 7. 보험가격지수 예시기준 : 일반심사형, 해약환금금 미지급형, 가입금액 3,000만원, 40세, 80세만기 ,20년납, 월납",0215886500,file_12.xls,,,,
ABL생명,(무)우리WON전신마취수술보험(일반심사형),주계약,종합병원 전신마취수술급여금 + 종합병원 전신마취수술급여금 + 종합병원 전신마취수술급여금,"피보험자가 보험기간 중 발생한 질병 또는 재해의 치료를 직접적인 목적으로 보험기간 중 “종합병원”에서 “전신마취”를 하고 마취시간 3시간 이상의 “수술”을 받았을 때 (수술 1회당)('다만, 계약일부터 1년 미만의 기간 내에 재해 이외의 원인으로 지급사유가 발생한 경우에는 각 구간별 약정한 금액의 50%를 지급')","""보험가입금액 1,000만원 기준 마취시간 3시간 이상 4시간 미만 : 300만원, 4시간 이상 5시간 미만 : 400만원, 5시간 이상 6시간 미만 : 500만원, 6시간 이상 7시간 미만 : 600만원, 7시간 이상 8시간 미만 : 700만원, 8시간 이상 9시간 미만 : 800만원, 9시간 이상 10시간 미만 : 900만원, 10시간 이상 : 1,000만원 ""","1,000만원 원","36,600 원","30,900 원",2.50 %,-,-,98.7 %,96.2 %,-,-,-,-,기타,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 - 간편심사형(355) : 30세~최대80세(형태별,성별,납입기간별 상이) - 일반심사형 : 만15세~최대80세(형태별,성별,납입기간별 상이) 2. 가입한도 - 간편심사형(355) : 1,000만원~2,000만원 - 일반심사형 : 1,000만원~3,000만원 3. 보험종류 - 간편심사형(355) : 기본형, 해약환급금 미지급형 - 일반심사형 : 기본형, 해약환급금 미지급형 4. 보험기간 : 80세,90세,종신만기 5. 납입기간 : 5,10,15,20,30년 6. 보험료 예시기준 : 40세, 80세만기 ,20년납, 월납, 주계약 특약 각각 1,000만원 기준 7. 보험가격지수 예시기준 : 일반심사형, 기본형, 가입금액 3,000만원, 40세, 80세만기 ,20년납, 월납",0215886500,file_12.xls,,,,
삼성생명,삼성 The(더)Dream 건강보험(2601)(무배당) 100%만기환급형,주계약,고액치료비암진단보험금 + 고액치료비암진단보험금 + 고액치료비암진단보험금,"「암보장개시일」이후에 ""고액치료비암""으로 진단 확정되었을 경우 (최초 1회한)","2,000만원","2,000만원","534,000 원","459,000 원",2.25 %,-,-,117.9 %,120.5 %,-,-,-,-,기타,만기환급,비갱신형,비유니버셜,대면채널,2026-01-01,"□ 필수기재사항 1. 가입 나이 - 일반고지형 : 0세~39세 - 간편고지형 : 5세~39세 2. 보험 기간 : 20년 만기 / 30년 만기 / 40년 만기 3. 보험료 예시기준 - 피보험자 20세, 40년 만기, 20년 월납, 일반고지형 1종(고급형) - 주계약 보장계약 보험가입금액 2,000만원 □ 선택기재사항 1. 보험가격지수 기준 - 20세, 보험 기간 40년, 납입 기간 20년 월납, 보험가입금액 2,000만원, 일반고지형 1종(고급형)",1588-3114,file_12.xls,,,,
삼성생명,"삼성 인터넷 뇌심건강보험(2505)(갱신형,무배당)",주계약,사망보험금 + 사망보험금 + 사망보험금,보험기간 중 사망하였을 경우,"100만원 ※ 보험기간 중 피보험자에게 사망보험금 지급사유가 발생한 경우에는 해당 보험금과 ""이미 납입한보험료"" 중 큰 금액을 지급합니다.",100만원,630 원,390 원,2.00 %,-,-,113.2 %,134.3 %,-,-,-,-,기타,순수보장,갱신형,비유니버셜,CM,2025-05-09,"□ 필수기재사항 1. 가입나이 : 최저 20세 ~ 최대 65세 2. 보험기간 - 최초계약 : 20년만기 - 갱신계약 : 1~20년만기 ※ 주계약의 최종 갱신계약의 보험기간 만료일은 피보험자의 100세 계약해당일의 전일 - 단, 일부 선택특약은 보험기간 상이 3. 보험료 예시기준 - 40세,보험기간 20년만기 전기납(최대 100세),월납, 최초계약 - 주보험 보험가입금액 100만원 □ 선택기재사항 1. 납입기간 : 전기납 2. 보험가격지수 예시기준 - 40세, 보험기간 20년만기 전기납, 월납, 가입금액 100만원, 최초계약 기준",1588-3114,file_12.xls,,,,
삼성생명,삼성 스마트보장보험(2501)(무배당),주계약,특정법정감염병 진단보험금 + 특정법정감염병 진단보험금 + 특정법정감염병 진단보험금,보험기간 중 “특정법정감염병”으로 진단이 확정되었을 때(1회당),20만원,"1,000만원",240 원,240 원,2.00 %,-,-,92.8 %,106.1 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,대면채널,2025-01-01,"□ 필수기재사항 1. 가입나이 : 20세 ~ 55세 2. 보험기간 : 1년만기 3. 보험료 예시기준 - 40세, 1년만기, 일시납, 가입금액 1,000만원 □ 선택기재사항 1. 납입기간 : 일시납 2. 보험가격지수 산출 기준 : 40세, 1년만기, 일시납, 가입금액 1,000만원",1588-3114,file_12.xls,,,,
삼성생명,삼성 마음모아 미니생활보험(2501)(무배당),주계약,특정법정감염병 진단보험금 + 특정법정감염병 진단보험금 + 특정법정감염병 진단보험금,특정법정감염병으로 진단 확정되었을 경우 (진단 1회당),20 만원,"1,000만원","3,000 원","3,000 원",2.00 %,-,-,99.4 %,94.7 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,대면채널 CM,2025-01-01,"□ 필수 기재사항 1. 가입 나이 : 20세 ~ 만 64세 2. 보험 기간 : 1년 3. 보험료 예시 기준 : 납입기간 일시납, 40세, 가입금액 1,000만원 □ 선택 기재사항 1. 가입한도 : - 보험가입금액 : 500만원 ~ 1,000만원 2. 보험가격지수 예시기준 : - 1년만기, 납입기간 일시납, 40세, 가입금액 1,000만원",1588-3114,file_12.xls,,,,
흥국생명,(무)흥국생명 안심케어보험2603_2종 2형,주계약,50%이상장해생활자금 + 50%이상장해생활자금 + 50%이상장해생활자금,"2,088,250 원",0 원,"3,000만원 원","951,300 원","592,200 원",3.00 %,-,-,92.5 %,88.7 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,대면채널 방카슈랑스 CM,2026-03-03,"1. 가입나이 : 만15세 ~ 70세(단 성별, 보험기간, 납입기간별 차등적용) 2. 보험기간 : 90세만기, 100세만기, 110세 만기 3. 보험료 예시기준 : 2종(표준형) 2형(장해보장형) 가입금액 3,000만원, 40세, 90세만기, 20년납, 월납",1588-2288,file_12.xls,,,,
흥국생명,(무)흥국생명 안심케어보험2603(해약환급금일부지급형)_1종 2형,주계약,50%이상장해생활자금 + 50%이상장해생활자금 + 50%이상장해생활자금,"2,088,250 원",0 원,"3,000만원 원","879,300 원","552,600 원",3.00 %,-,-,98.1 %,95.2 %,-,-,-,-,기타,무해지/저해지환급,비갱신형,비유니버셜,대면채널 방카슈랑스 CM,2026-03-03,"1. 가입나이 : 만15세 ~ 70세(단 성별, 보험기간, 납입기간별 차등적용) 2. 보험기간 : 90세만기, 100세만기, 110세 만기 3. 보험료 예시기준 : 1종(50%환급형) 2형(장해보장형) 가입금액 3,000만원, 40세, 90세만기, 20년납, 월납",1588-2288,file_12.xls,,,,
흥국생명,(무)흥국생명다재다능1540보험,주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 보장개시일 이후 재해를 원인으로 사망하였을 때,5년 미만 1000% / 5년 이후 100%,"10,000만원","335,400 원","242,100 원",2.75 %,-,-,110.2 %,124.4 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,대면채널 TM,2026-03-03,"1. 가입나이: 만15세~40세 (단 성별, 보험기간, 납입기간별 차등적용) 2. 보험기간: 90세만기, 종신 3. 보험료 예시기준: 1종(기본납입면제형), 가입금액 10,000만원, 90세, 20년납, 월납, 40세 (단, 자사 최대 가입한도는 1,000만원임)",1588-2288,file_12.xls,,,,
교보생명,교보e마라톤보험 (무배당),주계약,재해사망보험금 + 재해사망보험금 + 재해사망보험금,피보험자가 보험기간 중 재해로 사망하였을 경우,"5,000만원","5,000만원 원",348 원,168 원,2.00 %,-,-,154.4 %,143.9 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,CM,2026-02-25,"■ 필수기재사항 1. 가입나이 : 20~64세 2. 보험기간 : 1일 3. 보험료 예시기준 : 주계약, 가입금액 5,000만원, 40세, 1일만기, 성별 단일보험료 ■ 선택기재사항 1. 납입기간 : 일시납 2. 납입방법 : 일시납 3. 주계약 가입한도 : 5,000만원",1588-1001,file_12.xls,,,,
