보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,source_file,원본_열_0,원본_열_1,원본_열_2,원본_열_3,원본_열_4,원본_열_5,원본_열_6,원본_열_7,원본_열_8,원본_열_9,원본_열_10,원본_열_11,원본_열_12,원본_열_13,원본_열_14,원본_열_15,원본_열_16,원본_열_17,원본_열_18,원본_열_19,원본_열_20,원본_열_21,원본_열_22,원본_열_23,원본_열_24
동양생명,(무)우리WON하는꿈나무우리아이보험(해약환급금 미지급형),특약,(무)꿈나무응급실내원특약,“응급환자”로 응급실에 내원하여 진료를 받았을 때 (내원 1회당),보험가입금액,4만원,976  원,868  원,,,,,,,보장성_상품비교_20260406102548856.xls,동양생명,(무)우리WON하는꿈나무우리아이보험(해약환급금 미지급형),특약,(무)꿈나무응급실내원특약,“응급환자”로 응급실에 내원하여 진료를 받았을 때 (내원 1회당),보험가입금액,4만원,976  원,868  원,2.90 %,-,-,83.3 %,86.8 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 상품형태 : 해약환급금 미지급형, 표준형, 만기환급형 (자유설계형/종합설계형) 3. 보험기간: 20·25·30년만기, 30·80·100세만기 4. 보험료 예시기준: 주계약(가입금액 5,000만원, 해약환급금 미지급형, 종합설계형, 100세만기, 30년납, 5세, 월납), 특약(해약환급금 미지급형, 100세만기, 30년납, 5세, 월납) 5. 보험가격지수 예시기준: 주보험 가입금액 5,000만원, 해약환급금 미지급형, 종합설계형, 100세만기, 30년납, 5세, 월납",1577-1004
동양생명,(무)우리WON하는꿈나무우리아이보험(해약환급금 미지급형),특약,(무)꿈나무급성심근경색증진단특약,급성심근경색증으로 진단확정 되었을 때 (최초 1회한),보험가입금액,"1,000만원",1027  원,452  원,,,,,,,보장성_상품비교_20260406102548856.xls,동양생명,(무)우리WON하는꿈나무우리아이보험(해약환급금 미지급형),특약,(무)꿈나무급성심근경색증진단특약,급성심근경색증으로 진단확정 되었을 때 (최초 1회한),보험가입금액,"1,000만원",1027  원,452  원,2.90 %,-,-,83.3 %,86.8 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 상품형태 : 해약환급금 미지급형, 표준형, 만기환급형 (자유설계형/종합설계형) 3. 보험기간: 20·25·30년만기, 30·80·100세만기 4. 보험료 예시기준: 주계약(가입금액 5,000만원, 해약환급금 미지급형, 종합설계형, 100세만기, 30년납, 5세, 월납), 특약(해약환급금 미지급형, 100세만기, 30년납, 5세, 월납) 5. 보험가격지수 예시기준: 주보험 가입금액 5,000만원, 해약환급금 미지급형, 종합설계형, 100세만기, 30년납, 5세, 월납",1577-1004
동양생명,(무)우리WON하는꿈나무우리아이보험(표준형),주계약,암진단비,"보험기간 중 기타피부암, 갑상선암, 제자리암, 경계성종양으로 진단확정 되었을 때 또는 피보험자가 보험기간 중 암보장개시일 이후 고액치료비관련 암, 고액치료비관련 암 이외의 암으 로 진단확정 되었을 때(각각 최초1회에 한함)","고액치료비관련 암 : 1억원 고액치료비관련암이외의암 : 5,000만원 기타피부암 : 1,000만원 갑상선암 : 1,000만원 제자리암 : 1,000만원 경계성종양 : 1,000만원","5,000만원",16040  원,"15,815  원",,,,,,,보장성_상품비교_20260406102548856.xls,동양생명,(무)우리WON하는꿈나무우리아이보험(표준형),주계약,암진단비,"보험기간 중 기타피부암, 갑상선암, 제자리암, 경계성종양으로 진단확정 되었을 때 또는 피보험자가 보험기간 중 암보장개시일 이후 고액치료비관련 암, 고액치료비관련 암 이외의 암으 로 진단확정 되었을 때(각각 최초1회에 한함)","고액치료비관련 암 : 1억원 고액치료비관련암이외의암 : 5,000만원 기타피부암 : 1,000만원 갑상선암 : 1,000만원 제자리암 : 1,000만원 경계성종양 : 1,000만원","5,000만원",16040  원,"15,815  원",2.90 %,-,-,105.1 %,104.1 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,대면채널  TM  기타,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 상품형태 : 해약환급금 미지급형, 표준형, 만기환급형 (자유설계형/종합설계형) 3. 보험기간: 20·25·30년만기, 30·80·100세만기 4. 보험료 예시기준: 주계약(가입금액 5,000만원, 표준형, 종합설계형, 30세만기, 10년납, 5세, 월납), 특약(표준형, 30세만기, 10년납, 5세, 월납) 5. 보험가격지수 예시기준: 주보험 가입금액 5,000만원, 표준형, 종합설계형, 30세만기, 10년납, 5세, 월납",1577-1004
동양생명,(무)우리WON하는꿈나무우리아이보험(표준형),주계약,질병 및 재해 수술비,보험기간 중 1~5종 수술분류표에서 정한 수술을 받았을 때(수술 1회당),1종 : 20만원 2종 : 30만원 3종 : 50만원 4종 : 100만원 5종 : 500만원,"5,000만원",16040  원,"15,815  원",,,,,,,보장성_상품비교_20260406102548856.xls,동양생명,(무)우리WON하는꿈나무우리아이보험(표준형),주계약,질병 및 재해 수술비,보험기간 중 1~5종 수술분류표에서 정한 수술을 받았을 때(수술 1회당),1종 : 20만원 2종 : 30만원 3종 : 50만원 4종 : 100만원 5종 : 500만원,"5,000만원",16040  원,"15,815  원",2.90 %,-,-,105.1 %,104.1 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,대면채널  TM  기타,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 상품형태 : 해약환급금 미지급형, 표준형, 만기환급형 (자유설계형/종합설계형) 3. 보험기간: 20·25·30년만기, 30·80·100세만기 4. 보험료 예시기준: 주계약(가입금액 5,000만원, 표준형, 종합설계형, 30세만기, 10년납, 5세, 월납), 특약(표준형, 30세만기, 10년납, 5세, 월납) 5. 보험가격지수 예시기준: 주보험 가입금액 5,000만원, 표준형, 종합설계형, 30세만기, 10년납, 5세, 월납",1577-1004
동양생명,(무)우리WON하는꿈나무우리아이보험(표준형),주계약,첫날부터 입원비,"보험기간 중 질병 및 재해로 인하여 그 치료를 직접적인 목적으로 1일 이상 계속 입원하였을 때(다만, 1회 입원당 120일한도)",입원일수 1일당 3만원,"5,000만원",16040  원,"15,815  원",,,,,,,보장성_상품비교_20260406102548856.xls,동양생명,(무)우리WON하는꿈나무우리아이보험(표준형),주계약,첫날부터 입원비,"보험기간 중 질병 및 재해로 인하여 그 치료를 직접적인 목적으로 1일 이상 계속 입원하였을 때(다만, 1회 입원당 120일한도)",입원일수 1일당 3만원,"5,000만원",16040  원,"15,815  원",2.90 %,-,-,105.1 %,104.1 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,대면채널  TM  기타,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 상품형태 : 해약환급금 미지급형, 표준형, 만기환급형 (자유설계형/종합설계형) 3. 보험기간: 20·25·30년만기, 30·80·100세만기 4. 보험료 예시기준: 주계약(가입금액 5,000만원, 표준형, 종합설계형, 30세만기, 10년납, 5세, 월납), 특약(표준형, 30세만기, 10년납, 5세, 월납) 5. 보험가격지수 예시기준: 주보험 가입금액 5,000만원, 표준형, 종합설계형, 30세만기, 10년납, 5세, 월납",1577-1004
동양생명,(무)우리WON하는꿈나무우리아이보험(표준형),주계약,출산지원금 (태아적립계약 환급금),"(태아)가 출생예정 일에 살아있을 때 (다만, 태아계약에 한하며 「표준형 또는 만기환급형」에 한함)",태아적립계약 적립액,"5,000만원",16040  원,"15,815  원",,,,,,,보장성_상품비교_20260406102548856.xls,동양생명,(무)우리WON하는꿈나무우리아이보험(표준형),주계약,출산지원금 (태아적립계약 환급금),"(태아)가 출생예정 일에 살아있을 때 (다만, 태아계약에 한하며 「표준형 또는 만기환급형」에 한함)",태아적립계약 적립액,"5,000만원",16040  원,"15,815  원",2.90 %,-,-,105.1 %,104.1 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,대면채널  TM  기타,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 상품형태 : 해약환급금 미지급형, 표준형, 만기환급형 (자유설계형/종합설계형) 3. 보험기간: 20·25·30년만기, 30·80·100세만기 4. 보험료 예시기준: 주계약(가입금액 5,000만원, 표준형, 종합설계형, 30세만기, 10년납, 5세, 월납), 특약(표준형, 30세만기, 10년납, 5세, 월납) 5. 보험가격지수 예시기준: 주보험 가입금액 5,000만원, 표준형, 종합설계형, 30세만기, 10년납, 5세, 월납",1577-1004
동양생명,(무)우리WON하는꿈나무우리아이보험(표준형),특약,(무)꿈나무재해골절보장특약,재해를 직접적인 원인으로 재해골절 상태가 되었을 때(발생1회당),보험가입금액,10만원,1010  원,620  원,,,,,,,보장성_상품비교_20260406102548856.xls,동양생명,(무)우리WON하는꿈나무우리아이보험(표준형),특약,(무)꿈나무재해골절보장특약,재해를 직접적인 원인으로 재해골절 상태가 되었을 때(발생1회당),보험가입금액,10만원,1010  원,620  원,2.90 %,-,-,105.1 %,104.1 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,대면채널  TM  기타,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 상품형태 : 해약환급금 미지급형, 표준형, 만기환급형 (자유설계형/종합설계형) 3. 보험기간: 20·25·30년만기, 30·80·100세만기 4. 보험료 예시기준: 주계약(가입금액 5,000만원, 표준형, 종합설계형, 30세만기, 10년납, 5세, 월납), 특약(표준형, 30세만기, 10년납, 5세, 월납) 5. 보험가격지수 예시기준: 주보험 가입금액 5,000만원, 표준형, 종합설계형, 30세만기, 10년납, 5세, 월납",1577-1004
동양생명,(무)우리WON하는꿈나무우리아이보험(표준형),특약,(무)꿈나무허혈심장질환진단특약,허혈심장질환으로 진단확정되었을 경우(최초1회한),보험가입금액,"1,000만원",481  원,338  원,,,,,,,보장성_상품비교_20260406102548856.xls,동양생명,(무)우리WON하는꿈나무우리아이보험(표준형),특약,(무)꿈나무허혈심장질환진단특약,허혈심장질환으로 진단확정되었을 경우(최초1회한),보험가입금액,"1,000만원",481  원,338  원,2.90 %,-,-,105.1 %,104.1 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,대면채널  TM  기타,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 상품형태 : 해약환급금 미지급형, 표준형, 만기환급형 (자유설계형/종합설계형) 3. 보험기간: 20·25·30년만기, 30·80·100세만기 4. 보험료 예시기준: 주계약(가입금액 5,000만원, 표준형, 종합설계형, 30세만기, 10년납, 5세, 월납), 특약(표준형, 30세만기, 10년납, 5세, 월납) 5. 보험가격지수 예시기준: 주보험 가입금액 5,000만원, 표준형, 종합설계형, 30세만기, 10년납, 5세, 월납",1577-1004
동양생명,(무)우리WON하는꿈나무우리아이보험(표준형),특약,(무)꿈나무응급실내원특약,“응급환자”로 응급실에 내원하여 진료를 받았을 때 (내원 1회당),보험가입금액,4만원,1500  원,"1,360  원",,,,,,,보장성_상품비교_20260406102548856.xls,동양생명,(무)우리WON하는꿈나무우리아이보험(표준형),특약,(무)꿈나무응급실내원특약,“응급환자”로 응급실에 내원하여 진료를 받았을 때 (내원 1회당),보험가입금액,4만원,1500  원,"1,360  원",2.90 %,-,-,105.1 %,104.1 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,대면채널  TM  기타,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 상품형태 : 해약환급금 미지급형, 표준형, 만기환급형 (자유설계형/종합설계형) 3. 보험기간: 20·25·30년만기, 30·80·100세만기 4. 보험료 예시기준: 주계약(가입금액 5,000만원, 표준형, 종합설계형, 30세만기, 10년납, 5세, 월납), 특약(표준형, 30세만기, 10년납, 5세, 월납) 5. 보험가격지수 예시기준: 주보험 가입금액 5,000만원, 표준형, 종합설계형, 30세만기, 10년납, 5세, 월납",1577-1004
동양생명,(무)우리WON하는꿈나무우리아이보험(표준형),특약,(무)꿈나무급성심근경색증진단특약,급성심근경색증으로 진단확정 되었을 때 (최초 1회한),보험가입금액,"1,000만원",106  원,46  원,,,,,,,보장성_상품비교_20260406102548856.xls,동양생명,(무)우리WON하는꿈나무우리아이보험(표준형),특약,(무)꿈나무급성심근경색증진단특약,급성심근경색증으로 진단확정 되었을 때 (최초 1회한),보험가입금액,"1,000만원",106  원,46  원,2.90 %,-,-,105.1 %,104.1 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,대면채널  TM  기타,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 상품형태 : 해약환급금 미지급형, 표준형, 만기환급형 (자유설계형/종합설계형) 3. 보험기간: 20·25·30년만기, 30·80·100세만기 4. 보험료 예시기준: 주계약(가입금액 5,000만원, 표준형, 종합설계형, 30세만기, 10년납, 5세, 월납), 특약(표준형, 30세만기, 10년납, 5세, 월납) 5. 보험가격지수 예시기준: 주보험 가입금액 5,000만원, 표준형, 종합설계형, 30세만기, 10년납, 5세, 월납",1577-1004
동양생명,(무)우리WON하는꿈나무우리아이보험(만기환급형),주계약,만기 보험금,보험기간이 끝날 때까지 살아있을 때,이미 납입한 주계약 보험료의 100%,"5,000만원",65540  원,"64,815  원",,,,,,,보장성_상품비교_20260406102548856.xls,동양생명,(무)우리WON하는꿈나무우리아이보험(만기환급형),주계약,만기 보험금,보험기간이 끝날 때까지 살아있을 때,이미 납입한 주계약 보험료의 100%,"5,000만원",65540  원,"64,815  원",2.90 %,-,-,83.2 %,82.6 %,-,-,-,-,만기환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 상품형태 : 해약환급금 미지급형, 표준형, 만기환급형 (자유설계형/종합설계형) 3. 보험기간: 30·80·100세만기 4. 보험료 예시기준: 주계약(가입금액 5,000만원, 만기환급형, 종합설계형, 30세만기, 10년납, 5세, 월납), 특약(표준형, 30세만기, 10년납, 5세, 월납) 5. 보험가격지수 예시기준: 주보험가입금액 5,000만원, 만기환급형, 종합설계형, 30세만기, 10년납, 5세, 월납",1577-1004
동양생명,(무)우리WON하는꿈나무우리아이보험(만기환급형),주계약,암 진단비,"보험기간 중 기타피부암, 갑상선암, 제자리암, 경계성종양으로 진단확정 되었을 때 또는 피보험자가 보험기간 중 암보장개시일 이후 고액치료비관련 암, 고액치료비관련 암 이외의 암으 로 진단확정 되었을 때(각각 최초1회에 한함)","고액치료비관련 암 : 1억원 고액치료비관련암이외의암 : 5,000만원 기타피부암 : 1,000만원 갑상선암 : 1,000만원 제자리암 : 1,000만원 경계성종양 : 1,000만원","5,000만원",65540  원,"64,815  원",,,,,,,보장성_상품비교_20260406102548856.xls,동양생명,(무)우리WON하는꿈나무우리아이보험(만기환급형),주계약,암 진단비,"보험기간 중 기타피부암, 갑상선암, 제자리암, 경계성종양으로 진단확정 되었을 때 또는 피보험자가 보험기간 중 암보장개시일 이후 고액치료비관련 암, 고액치료비관련 암 이외의 암으 로 진단확정 되었을 때(각각 최초1회에 한함)","고액치료비관련 암 : 1억원 고액치료비관련암이외의암 : 5,000만원 기타피부암 : 1,000만원 갑상선암 : 1,000만원 제자리암 : 1,000만원 경계성종양 : 1,000만원","5,000만원",65540  원,"64,815  원",2.90 %,-,-,83.2 %,82.6 %,-,-,-,-,만기환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 상품형태 : 해약환급금 미지급형, 표준형, 만기환급형 (자유설계형/종합설계형) 3. 보험기간: 30·80·100세만기 4. 보험료 예시기준: 주계약(가입금액 5,000만원, 만기환급형, 종합설계형, 30세만기, 10년납, 5세, 월납), 특약(표준형, 30세만기, 10년납, 5세, 월납) 5. 보험가격지수 예시기준: 주보험가입금액 5,000만원, 만기환급형, 종합설계형, 30세만기, 10년납, 5세, 월납",1577-1004
동양생명,(무)우리WON하는꿈나무우리아이보험(만기환급형),주계약,질병 및 재해 수술비,보험기간 중 1~5종 수술분류표에서 정한 수술을 받았을 때(수술 1회당),1종 : 20만원 2종 : 30만원 3종 : 50만원 4종 : 100만원 5종 : 500만원,"5,000만원",65540  원,"64,815  원",,,,,,,보장성_상품비교_20260406102548856.xls,동양생명,(무)우리WON하는꿈나무우리아이보험(만기환급형),주계약,질병 및 재해 수술비,보험기간 중 1~5종 수술분류표에서 정한 수술을 받았을 때(수술 1회당),1종 : 20만원 2종 : 30만원 3종 : 50만원 4종 : 100만원 5종 : 500만원,"5,000만원",65540  원,"64,815  원",2.90 %,-,-,83.2 %,82.6 %,-,-,-,-,만기환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 상품형태 : 해약환급금 미지급형, 표준형, 만기환급형 (자유설계형/종합설계형) 3. 보험기간: 30·80·100세만기 4. 보험료 예시기준: 주계약(가입금액 5,000만원, 만기환급형, 종합설계형, 30세만기, 10년납, 5세, 월납), 특약(표준형, 30세만기, 10년납, 5세, 월납) 5. 보험가격지수 예시기준: 주보험가입금액 5,000만원, 만기환급형, 종합설계형, 30세만기, 10년납, 5세, 월납",1577-1004
동양생명,(무)우리WON하는꿈나무우리아이보험(만기환급형),주계약,첫날부터 입원비,"보험기간 중 질병 및 재해로 인하여 그 치료를 직접적인 목적으로 1일 이상 계속 입원하였을 때(다만, 1회 입원당 120일한도)",입원일수 1일당 3만원,"5,000만원",65540  원,"64,815  원",,,,,,,보장성_상품비교_20260406102548856.xls,동양생명,(무)우리WON하는꿈나무우리아이보험(만기환급형),주계약,첫날부터 입원비,"보험기간 중 질병 및 재해로 인하여 그 치료를 직접적인 목적으로 1일 이상 계속 입원하였을 때(다만, 1회 입원당 120일한도)",입원일수 1일당 3만원,"5,000만원",65540  원,"64,815  원",2.90 %,-,-,83.2 %,82.6 %,-,-,-,-,만기환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 상품형태 : 해약환급금 미지급형, 표준형, 만기환급형 (자유설계형/종합설계형) 3. 보험기간: 30·80·100세만기 4. 보험료 예시기준: 주계약(가입금액 5,000만원, 만기환급형, 종합설계형, 30세만기, 10년납, 5세, 월납), 특약(표준형, 30세만기, 10년납, 5세, 월납) 5. 보험가격지수 예시기준: 주보험가입금액 5,000만원, 만기환급형, 종합설계형, 30세만기, 10년납, 5세, 월납",1577-1004
동양생명,(무)우리WON하는꿈나무우리아이보험(만기환급형),주계약,출산지원금 (태아적립계약 환급금),"(태아)가 출생예정 일에 살아있을 때 (다만, 태아계약에 한하며 「표준형 또는 만기환급형」에 한함)",태아적립계약 적립액,"5,000만원",65540  원,"64,815  원",,,,,,,보장성_상품비교_20260406102548856.xls,동양생명,(무)우리WON하는꿈나무우리아이보험(만기환급형),주계약,출산지원금 (태아적립계약 환급금),"(태아)가 출생예정 일에 살아있을 때 (다만, 태아계약에 한하며 「표준형 또는 만기환급형」에 한함)",태아적립계약 적립액,"5,000만원",65540  원,"64,815  원",2.90 %,-,-,83.2 %,82.6 %,-,-,-,-,만기환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 상품형태 : 해약환급금 미지급형, 표준형, 만기환급형 (자유설계형/종합설계형) 3. 보험기간: 30·80·100세만기 4. 보험료 예시기준: 주계약(가입금액 5,000만원, 만기환급형, 종합설계형, 30세만기, 10년납, 5세, 월납), 특약(표준형, 30세만기, 10년납, 5세, 월납) 5. 보험가격지수 예시기준: 주보험가입금액 5,000만원, 만기환급형, 종합설계형, 30세만기, 10년납, 5세, 월납",1577-1004
동양생명,(무)우리WON하는꿈나무우리아이보험(만기환급형),특약,(무)꿈나무재해골절보장특약,재해를 직접적인 원인으로 재해골절 상태가 되었을 때(발생1회당),보험가입금액,10만원,1010  원,620  원,,,,,,,보장성_상품비교_20260406102548856.xls,동양생명,(무)우리WON하는꿈나무우리아이보험(만기환급형),특약,(무)꿈나무재해골절보장특약,재해를 직접적인 원인으로 재해골절 상태가 되었을 때(발생1회당),보험가입금액,10만원,1010  원,620  원,2.90 %,-,-,83.2 %,82.6 %,-,-,-,-,만기환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 상품형태 : 해약환급금 미지급형, 표준형, 만기환급형 (자유설계형/종합설계형) 3. 보험기간: 30·80·100세만기 4. 보험료 예시기준: 주계약(가입금액 5,000만원, 만기환급형, 종합설계형, 30세만기, 10년납, 5세, 월납), 특약(표준형, 30세만기, 10년납, 5세, 월납) 5. 보험가격지수 예시기준: 주보험가입금액 5,000만원, 만기환급형, 종합설계형, 30세만기, 10년납, 5세, 월납",1577-1004
동양생명,(무)우리WON하는꿈나무우리아이보험(만기환급형),특약,(무)꿈나무허혈심장질환진단특약,허혈심장질환으로 진단확정되었을 경우(최초1회한),보험가입금액,"1,000만원",481  원,338  원,,,,,,,보장성_상품비교_20260406102548856.xls,동양생명,(무)우리WON하는꿈나무우리아이보험(만기환급형),특약,(무)꿈나무허혈심장질환진단특약,허혈심장질환으로 진단확정되었을 경우(최초1회한),보험가입금액,"1,000만원",481  원,338  원,2.90 %,-,-,83.2 %,82.6 %,-,-,-,-,만기환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 상품형태 : 해약환급금 미지급형, 표준형, 만기환급형 (자유설계형/종합설계형) 3. 보험기간: 30·80·100세만기 4. 보험료 예시기준: 주계약(가입금액 5,000만원, 만기환급형, 종합설계형, 30세만기, 10년납, 5세, 월납), 특약(표준형, 30세만기, 10년납, 5세, 월납) 5. 보험가격지수 예시기준: 주보험가입금액 5,000만원, 만기환급형, 종합설계형, 30세만기, 10년납, 5세, 월납",1577-1004
동양생명,(무)우리WON하는꿈나무우리아이보험(만기환급형),특약,(무)꿈나무응급실내원특약,“응급환자”로 응급실에 내원하여 진료를 받았을 때 (내원 1회당),보험가입금액,4만원,1500  원,"1,360  원",,,,,,,보장성_상품비교_20260406102548856.xls,동양생명,(무)우리WON하는꿈나무우리아이보험(만기환급형),특약,(무)꿈나무응급실내원특약,“응급환자”로 응급실에 내원하여 진료를 받았을 때 (내원 1회당),보험가입금액,4만원,1500  원,"1,360  원",2.90 %,-,-,83.2 %,82.6 %,-,-,-,-,만기환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 상품형태 : 해약환급금 미지급형, 표준형, 만기환급형 (자유설계형/종합설계형) 3. 보험기간: 30·80·100세만기 4. 보험료 예시기준: 주계약(가입금액 5,000만원, 만기환급형, 종합설계형, 30세만기, 10년납, 5세, 월납), 특약(표준형, 30세만기, 10년납, 5세, 월납) 5. 보험가격지수 예시기준: 주보험가입금액 5,000만원, 만기환급형, 종합설계형, 30세만기, 10년납, 5세, 월납",1577-1004
동양생명,(무)우리WON하는꿈나무우리아이보험(만기환급형),특약,(무)꿈나무급성심근경색증진단특약,급성심근경색증으로 진단확정 되었을 때 (최초 1회한),보험가입금액,"1,000만원",106  원,46  원,,,,,,,보장성_상품비교_20260406102548856.xls,동양생명,(무)우리WON하는꿈나무우리아이보험(만기환급형),특약,(무)꿈나무급성심근경색증진단특약,급성심근경색증으로 진단확정 되었을 때 (최초 1회한),보험가입금액,"1,000만원",106  원,46  원,2.90 %,-,-,83.2 %,82.6 %,-,-,-,-,만기환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 상품형태 : 해약환급금 미지급형, 표준형, 만기환급형 (자유설계형/종합설계형) 3. 보험기간: 30·80·100세만기 4. 보험료 예시기준: 주계약(가입금액 5,000만원, 만기환급형, 종합설계형, 30세만기, 10년납, 5세, 월납), 특약(표준형, 30세만기, 10년납, 5세, 월납) 5. 보험가격지수 예시기준: 주보험가입금액 5,000만원, 만기환급형, 종합설계형, 30세만기, 10년납, 5세, 월납",1577-1004
교보라이프플래닛생명,(무)교보라플 어린이종합보험(순수보장형),주계약,교통재해 장해급여금,보험기간 중 피보험자가 「교통재해」를 원인으로 장해 분류표에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해 상태가 되었을 경우,1억원 × 해당 장해지급률,"1,000만원",21180  원,"17,660  원",,,,,,,보장성_상품비교_20260406102548856.xls,교보라이프플래닛생명,(무)교보라플 어린이종합보험(순수보장형),주계약,교통재해 장해급여금,보험기간 중 피보험자가 「교통재해」를 원인으로 장해 분류표에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해 상태가 되었을 경우,1억원 × 해당 장해지급률,"1,000만원",21180  원,"17,660  원",2.25 %,-,-,103.9 %,101.9 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이 : 0세(태아포함) ~ 최고 15세 2. 보험기간 : 10년/20년만기, 30세/80세/90세/100세만기 3. 보험료 예시 기준 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 4. 보험료 납입기간 : 10년/15년/20년/30년납, 30세납 5. 보험료 납입주기 : 월납 6. 가입한도 : 보험가입금액 최대 1,000만원 7. 보험가격지수 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 8. 태아가입시 (무)주산기질환입원특약 및 (무)주산기질환수술특약 의무부가 9. 다자녀 보험료 할인 : 다자녀 보험료 할인 신청을 통해 제2회 이후 월납보험료를 ‘형제자매(본인포함)’가 2인인 경우 3.0%, 3인 이상인 경우 5.0%를 할인(단, 일시납 제외)",1566-0999
교보라이프플래닛생명,(무)교보라플 어린이종합보험(순수보장형),주계약,일반재해 장해급여금,보험기간 중 피보험자가 「일반재해」를 원인으로 장해 분류표에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해 상태가 되었을 경우,"5,000만원 × 해당 장해지급률","1,000만원",21180  원,"17,660  원",,,,,,,보장성_상품비교_20260406102548856.xls,교보라이프플래닛생명,(무)교보라플 어린이종합보험(순수보장형),주계약,일반재해 장해급여금,보험기간 중 피보험자가 「일반재해」를 원인으로 장해 분류표에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해 상태가 되었을 경우,"5,000만원 × 해당 장해지급률","1,000만원",21180  원,"17,660  원",2.25 %,-,-,103.9 %,101.9 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이 : 0세(태아포함) ~ 최고 15세 2. 보험기간 : 10년/20년만기, 30세/80세/90세/100세만기 3. 보험료 예시 기준 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 4. 보험료 납입기간 : 10년/15년/20년/30년납, 30세납 5. 보험료 납입주기 : 월납 6. 가입한도 : 보험가입금액 최대 1,000만원 7. 보험가격지수 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 8. 태아가입시 (무)주산기질환입원특약 및 (무)주산기질환수술특약 의무부가 9. 다자녀 보험료 할인 : 다자녀 보험료 할인 신청을 통해 제2회 이후 월납보험료를 ‘형제자매(본인포함)’가 2인인 경우 3.0%, 3인 이상인 경우 5.0%를 할인(단, 일시납 제외)",1566-0999
