보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,source_file,원본_열_0,원본_열_1,원본_열_2,원본_열_3,원본_열_4,원본_열_5,원본_열_6,원본_열_7,원본_열_8,원본_열_9,원본_열_10,원본_열_11,원본_열_12,원본_열_13,원본_열_14,원본_열_15,원본_열_16,원본_열_17,원본_열_18,원본_열_19,원본_열_20,원본_열_21,원본_열_22,원본_열_23,원본_열_24
ABL생명,(무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)],주계약,재해장해급여금,보험기간 중 발생한 동일한 재해로 장해분류표에서 정한 장해지급률 중 3% 이상 100% 이하에 해당하는 장해상태가 되었을 때,보험가입금액의 100% x 해당 장해지급률,1000만원 원,2670  원,"2,530  원",,,,,,,file_16.xls,ABL생명,(무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)],주계약,재해장해급여금,보험기간 중 발생한 동일한 재해로 장해분류표에서 정한 장해지급률 중 3% 이상 100% 이하에 해당하는 장해상태가 되었을 때,보험가입금액의 100% x 해당 장해지급률,1000만원 원,2670  원,"2,530  원",2.50 %,-,-,216.0 %,232.5 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 가입한도 : 1,000만원 단일한도 3. 보험종류 : 1형(재해장해보장형) - 해약환급금 미지급형  1형(재해장해보장형) - 기본형  2형(일반암진단보장형) - 해약환급금 미지급형  2형(일반암진단보장형) - 기본형 4. 보험기간 : 80세만기, 100세만기 5. 보험료 예시기준 : 1형(재해장해보장형), 해약환급금 미지급형, 100세만기, 5세, 10년납, 월납 6. 보험가격지수 예시기준 : 1형(재해장해보장형), 해약환급금 미지급형, 100세만기, 가입금액 1,000만원, 5세, 10년납, 월납 ※ 태아를 피보험자로 할 경우 (무)주산기입원 및 통원보장특약을 의무부가함",1588-6500
ABL생명,(무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)],특약,(무)우리아이일반암진단특약(해약환급금 미지급형),"이 특약의 보험기간 중 피보험자가 “암”으로 진단이 확정되었을 때 (다만, 최초 1회에 한하여 지급)",특약보험가입금액의 100%,1000만원 원,12450  원,"9,990  원",,,,,,,file_16.xls,ABL생명,(무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)],특약,(무)우리아이일반암진단특약(해약환급금 미지급형),"이 특약의 보험기간 중 피보험자가 “암”으로 진단이 확정되었을 때 (다만, 최초 1회에 한하여 지급)",특약보험가입금액의 100%,1000만원 원,12450  원,"9,990  원",2.50 %,-,-,216.0 %,232.5 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 가입한도 : 1,000만원 단일한도 3. 보험종류 : 1형(재해장해보장형) - 해약환급금 미지급형  1형(재해장해보장형) - 기본형  2형(일반암진단보장형) - 해약환급금 미지급형  2형(일반암진단보장형) - 기본형 4. 보험기간 : 80세만기, 100세만기 5. 보험료 예시기준 : 1형(재해장해보장형), 해약환급금 미지급형, 100세만기, 5세, 10년납, 월납 6. 보험가격지수 예시기준 : 1형(재해장해보장형), 해약환급금 미지급형, 100세만기, 가입금액 1,000만원, 5세, 10년납, 월납 ※ 태아를 피보험자로 할 경우 (무)주산기입원 및 통원보장특약을 의무부가함",1588-6500
ABL생명,(무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)],특약,(무)우리아이소액암진단특약(해약환급금 미지급형),"이 특약의 보험기간 중 피보험자가 “중증 이외의 갑상선암”으로 진단이 확정되었 을 때 (다만, 최초 1회에 한하여 지급) [※이외 보장담보는 상품요약서 참조]",특약보험가입금액의 100%,200만원 원,664  원,"1,362  원",,,,,,,file_16.xls,ABL생명,(무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)],특약,(무)우리아이소액암진단특약(해약환급금 미지급형),"이 특약의 보험기간 중 피보험자가 “중증 이외의 갑상선암”으로 진단이 확정되었 을 때 (다만, 최초 1회에 한하여 지급) [※이외 보장담보는 상품요약서 참조]",특약보험가입금액의 100%,200만원 원,664  원,"1,362  원",2.50 %,-,-,216.0 %,232.5 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 가입한도 : 1,000만원 단일한도 3. 보험종류 : 1형(재해장해보장형) - 해약환급금 미지급형  1형(재해장해보장형) - 기본형  2형(일반암진단보장형) - 해약환급금 미지급형  2형(일반암진단보장형) - 기본형 4. 보험기간 : 80세만기, 100세만기 5. 보험료 예시기준 : 1형(재해장해보장형), 해약환급금 미지급형, 100세만기, 5세, 10년납, 월납 6. 보험가격지수 예시기준 : 1형(재해장해보장형), 해약환급금 미지급형, 100세만기, 가입금액 1,000만원, 5세, 10년납, 월납 ※ 태아를 피보험자로 할 경우 (무)주산기입원 및 통원보장특약을 의무부가함",1588-6500
ABL생명,(무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)],특약,(무)우리아이입원보장특약(해약환급금 미지급형),"피보험자가 특약의 보험기간 중 질병 또는 재해의 치료를 직접 목적으로 1일 이상 계속하여 입원하였을 때 (다만, 1회 입원당 120일 한도)",특약보험가입금액의 100%,1만원 원,6467  원,"6,762  원",,,,,,,file_16.xls,ABL생명,(무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)],특약,(무)우리아이입원보장특약(해약환급금 미지급형),"피보험자가 특약의 보험기간 중 질병 또는 재해의 치료를 직접 목적으로 1일 이상 계속하여 입원하였을 때 (다만, 1회 입원당 120일 한도)",특약보험가입금액의 100%,1만원 원,6467  원,"6,762  원",2.50 %,-,-,216.0 %,232.5 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 가입한도 : 1,000만원 단일한도 3. 보험종류 : 1형(재해장해보장형) - 해약환급금 미지급형  1형(재해장해보장형) - 기본형  2형(일반암진단보장형) - 해약환급금 미지급형  2형(일반암진단보장형) - 기본형 4. 보험기간 : 80세만기, 100세만기 5. 보험료 예시기준 : 1형(재해장해보장형), 해약환급금 미지급형, 100세만기, 5세, 10년납, 월납 6. 보험가격지수 예시기준 : 1형(재해장해보장형), 해약환급금 미지급형, 100세만기, 가입금액 1,000만원, 5세, 10년납, 월납 ※ 태아를 피보험자로 할 경우 (무)주산기입원 및 통원보장특약을 의무부가함",1588-6500
ABL생명,(무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)],특약,(무)우리아이재해장해보장특약(해약환급금 미지급형),피보험자가 이 특약의 보험기간 중 발생한 동일한 재해로 장해분류표에서 정한 장해지급률 중 3% 이상 100% 이하에 해당하는 장해상태가 되었을 때,"""특약보험가입금액의 100% × 해당 장해지급률""",1000만원 원,810  원,670  원,,,,,,,file_16.xls,ABL생명,(무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)],특약,(무)우리아이재해장해보장특약(해약환급금 미지급형),피보험자가 이 특약의 보험기간 중 발생한 동일한 재해로 장해분류표에서 정한 장해지급률 중 3% 이상 100% 이하에 해당하는 장해상태가 되었을 때,"""특약보험가입금액의 100% × 해당 장해지급률""",1000만원 원,810  원,670  원,2.50 %,-,-,216.0 %,232.5 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 가입한도 : 1,000만원 단일한도 3. 보험종류 : 1형(재해장해보장형) - 해약환급금 미지급형  1형(재해장해보장형) - 기본형  2형(일반암진단보장형) - 해약환급금 미지급형  2형(일반암진단보장형) - 기본형 4. 보험기간 : 80세만기, 100세만기 5. 보험료 예시기준 : 1형(재해장해보장형), 해약환급금 미지급형, 100세만기, 5세, 10년납, 월납 6. 보험가격지수 예시기준 : 1형(재해장해보장형), 해약환급금 미지급형, 100세만기, 가입금액 1,000만원, 5세, 10년납, 월납 ※ 태아를 피보험자로 할 경우 (무)주산기입원 및 통원보장특약을 의무부가함",1588-6500
ABL생명,(무)우리WON어린이보험[1형(재해장해보장형)],주계약,재해장해급여금,보험기간 중 발생한 동일한 재해로 장해분류표에서 정한 장해지급률 중 3% 이상 100% 이하에 해당하는 장해상태가 되었을 때,보험가입금액의 100% x 해당 장해지급률,1000만원 원,1260  원,"1,170  원",,,,,,,file_16.xls,ABL생명,(무)우리WON어린이보험[1형(재해장해보장형)],주계약,재해장해급여금,보험기간 중 발생한 동일한 재해로 장해분류표에서 정한 장해지급률 중 3% 이상 100% 이하에 해당하는 장해상태가 되었을 때,보험가입금액의 100% x 해당 장해지급률,1000만원 원,1260  원,"1,170  원",2.50 %,-,-,577.5 %,1247.2 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 가입한도 : 1,000만원 단일한도 3. 보험종류 : 1형(재해장해보장형) - 해약환급금 미지급형  1형(재해장해보장형) - 기본형  2형(일반암진단보장형) - 해약환급금 미지급형  2형(일반암진단보장형) - 기본형 4. 보험기간 : 30세만기, 80세만기, 100세만기 5. 보험료 예시기준 : 1형(재해장해보장형), 기본형, 30세만기, 5세, 10년납, 월납 6. 보험가격지수 예시기준 : 1형(재해장해보장형), 기본형, 30세만기, 가입금액 1,000만원, 5세, 10년납, 월납 ※ 태아를 피보험자로 할 경우 (무)주산기입원 및 통원보장특약을 의무부가함",1588-6500
ABL생명,(무)우리WON어린이보험[1형(재해장해보장형)],특약,(무)우리아이일반암진단특약,"이 특약의 보험기간 중 피보험자가 “암”으로 진단이 확정되었을 때 (다만, 최초 1회에 한하여 지급)",특약보험가입금액의 100%,1000만원 원,870  원,980  원,,,,,,,file_16.xls,ABL생명,(무)우리WON어린이보험[1형(재해장해보장형)],특약,(무)우리아이일반암진단특약,"이 특약의 보험기간 중 피보험자가 “암”으로 진단이 확정되었을 때 (다만, 최초 1회에 한하여 지급)",특약보험가입금액의 100%,1000만원 원,870  원,980  원,2.50 %,-,-,577.5 %,1247.2 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 가입한도 : 1,000만원 단일한도 3. 보험종류 : 1형(재해장해보장형) - 해약환급금 미지급형  1형(재해장해보장형) - 기본형  2형(일반암진단보장형) - 해약환급금 미지급형  2형(일반암진단보장형) - 기본형 4. 보험기간 : 30세만기, 80세만기, 100세만기 5. 보험료 예시기준 : 1형(재해장해보장형), 기본형, 30세만기, 5세, 10년납, 월납 6. 보험가격지수 예시기준 : 1형(재해장해보장형), 기본형, 30세만기, 가입금액 1,000만원, 5세, 10년납, 월납 ※ 태아를 피보험자로 할 경우 (무)주산기입원 및 통원보장특약을 의무부가함",1588-6500
ABL생명,(무)우리WON어린이보험[1형(재해장해보장형)],특약,(무)우리아이소액암진단특약,"이 특약의 보험기간 중 피보험자가 “중증 이외의 갑상선암”으로 진단이 확정되었 을 때 (다만, 최초 1회에 한하여 지급) [※이외 보장담보는 상품요약서 참조]",특약보험가입금액의 100%,200만원 원,78  원,282  원,,,,,,,file_16.xls,ABL생명,(무)우리WON어린이보험[1형(재해장해보장형)],특약,(무)우리아이소액암진단특약,"이 특약의 보험기간 중 피보험자가 “중증 이외의 갑상선암”으로 진단이 확정되었 을 때 (다만, 최초 1회에 한하여 지급) [※이외 보장담보는 상품요약서 참조]",특약보험가입금액의 100%,200만원 원,78  원,282  원,2.50 %,-,-,577.5 %,1247.2 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 가입한도 : 1,000만원 단일한도 3. 보험종류 : 1형(재해장해보장형) - 해약환급금 미지급형  1형(재해장해보장형) - 기본형  2형(일반암진단보장형) - 해약환급금 미지급형  2형(일반암진단보장형) - 기본형 4. 보험기간 : 30세만기, 80세만기, 100세만기 5. 보험료 예시기준 : 1형(재해장해보장형), 기본형, 30세만기, 5세, 10년납, 월납 6. 보험가격지수 예시기준 : 1형(재해장해보장형), 기본형, 30세만기, 가입금액 1,000만원, 5세, 10년납, 월납 ※ 태아를 피보험자로 할 경우 (무)주산기입원 및 통원보장특약을 의무부가함",1588-6500
ABL생명,(무)우리WON어린이보험[1형(재해장해보장형)],특약,(무)우리아이입원보장특약,"피보험자가 특약의 보험기간 중 질병 또는 재해의 치료를 직접 목적으로 1일 이상 계속하여 입원하였을 때 (다만, 1회 입원당 120일 한도)",특약보험가입금액의 100%,1만원 원,1515  원,"1,234  원",,,,,,,file_16.xls,ABL생명,(무)우리WON어린이보험[1형(재해장해보장형)],특약,(무)우리아이입원보장특약,"피보험자가 특약의 보험기간 중 질병 또는 재해의 치료를 직접 목적으로 1일 이상 계속하여 입원하였을 때 (다만, 1회 입원당 120일 한도)",특약보험가입금액의 100%,1만원 원,1515  원,"1,234  원",2.50 %,-,-,577.5 %,1247.2 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 가입한도 : 1,000만원 단일한도 3. 보험종류 : 1형(재해장해보장형) - 해약환급금 미지급형  1형(재해장해보장형) - 기본형  2형(일반암진단보장형) - 해약환급금 미지급형  2형(일반암진단보장형) - 기본형 4. 보험기간 : 30세만기, 80세만기, 100세만기 5. 보험료 예시기준 : 1형(재해장해보장형), 기본형, 30세만기, 5세, 10년납, 월납 6. 보험가격지수 예시기준 : 1형(재해장해보장형), 기본형, 30세만기, 가입금액 1,000만원, 5세, 10년납, 월납 ※ 태아를 피보험자로 할 경우 (무)주산기입원 및 통원보장특약을 의무부가함",1588-6500
ABL생명,(무)우리WON어린이보험[1형(재해장해보장형)],특약,(무)우리아이재해장해보장특약,피보험자가 이 특약의 보험기간 중 발생한 동일한 재해로 장해분류표에서 정한 장해지급률 중 3% 이상 100% 이하에 해당하는 장해상태가 되었을 때,"""특약보험가입금액의 100% × 해당 장해지급률""",1000만원 원,160  원,80  원,,,,,,,file_16.xls,ABL생명,(무)우리WON어린이보험[1형(재해장해보장형)],특약,(무)우리아이재해장해보장특약,피보험자가 이 특약의 보험기간 중 발생한 동일한 재해로 장해분류표에서 정한 장해지급률 중 3% 이상 100% 이하에 해당하는 장해상태가 되었을 때,"""특약보험가입금액의 100% × 해당 장해지급률""",1000만원 원,160  원,80  원,2.50 %,-,-,577.5 %,1247.2 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 가입한도 : 1,000만원 단일한도 3. 보험종류 : 1형(재해장해보장형) - 해약환급금 미지급형  1형(재해장해보장형) - 기본형  2형(일반암진단보장형) - 해약환급금 미지급형  2형(일반암진단보장형) - 기본형 4. 보험기간 : 30세만기, 80세만기, 100세만기 5. 보험료 예시기준 : 1형(재해장해보장형), 기본형, 30세만기, 5세, 10년납, 월납 6. 보험가격지수 예시기준 : 1형(재해장해보장형), 기본형, 30세만기, 가입금액 1,000만원, 5세, 10년납, 월납 ※ 태아를 피보험자로 할 경우 (무)주산기입원 및 통원보장특약을 의무부가함",1588-6500
DB생명,(무)백년친구 내가고른 어린이보험(2601)(해약환급금 미지급형),주계약,재해장해 급여금,재해로 3~100% 장해상태시,3000만원 × 장해 지급률,3000만원 원,1920  원,"1,710  원",,,,,,,file_16.xls,DB생명,(무)백년친구 내가고른 어린이보험(2601)(해약환급금 미지급형),주계약,재해장해 급여금,재해로 3~100% 장해상태시,3000만원 × 장해 지급률,3000만원 원,1920  원,"1,710  원",2.75 %,-,-,110 %,116.9 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 상품형태 : 해약환급금 미지급형, 표준형 2. 보험기간 : 30세만기, 100세만기 3. 납입기간 : 10, 15, 20, 30년납 4. 가입연령 : 0세(태아포함) ~ 최고 15세 (납입기간별 상이) 5. 보험료 및 보험가격지수 예시기준 : 5세, 20년납, 100세만기, 가입금액 3000만원, 해약환급금 미지급형",1588-3131
DB생명,(무)백년친구 내가고른 어린이보험(2601)(해약환급금 미지급형),특약,(무)암(유사암제외)진단특약Ⅱ(K)(해약환급금 미지급형),암 보장개시일 이후 암 진단 확정시,1000만원(최초1회한),1000만원 원,5720  원,"4,600  원",,,,,,,file_16.xls,DB생명,(무)백년친구 내가고른 어린이보험(2601)(해약환급금 미지급형),특약,(무)암(유사암제외)진단특약Ⅱ(K)(해약환급금 미지급형),암 보장개시일 이후 암 진단 확정시,1000만원(최초1회한),1000만원 원,5720  원,"4,600  원",2.75 %,-,-,110 %,116.9 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 상품형태 : 해약환급금 미지급형, 표준형 2. 보험기간 : 30세만기, 100세만기 3. 납입기간 : 10, 15, 20, 30년납 4. 가입연령 : 0세(태아포함) ~ 최고 15세 (납입기간별 상이) 5. 보험료 및 보험가격지수 예시기준 : 5세, 20년납, 100세만기, 가입금액 3000만원, 해약환급금 미지급형",1588-3131
DB생명,(무)백년친구 내가고른 어린이보험(2601)(해약환급금 미지급형),특약,(무)유사암진단특약Ⅱ(K)(해약환급금 미지급형),"기타피부암, 제자리암, 경계성종양, 특정갑상선암 진단 확정시",1000만원(각 최초 1회한),1000만원 원,2090  원,"4,090  원",,,,,,,file_16.xls,DB생명,(무)백년친구 내가고른 어린이보험(2601)(해약환급금 미지급형),특약,(무)유사암진단특약Ⅱ(K)(해약환급금 미지급형),"기타피부암, 제자리암, 경계성종양, 특정갑상선암 진단 확정시",1000만원(각 최초 1회한),1000만원 원,2090  원,"4,090  원",2.75 %,-,-,110 %,116.9 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 상품형태 : 해약환급금 미지급형, 표준형 2. 보험기간 : 30세만기, 100세만기 3. 납입기간 : 10, 15, 20, 30년납 4. 가입연령 : 0세(태아포함) ~ 최고 15세 (납입기간별 상이) 5. 보험료 및 보험가격지수 예시기준 : 5세, 20년납, 100세만기, 가입금액 3000만원, 해약환급금 미지급형",1588-3131
DB생명,(무)백년친구 내가고른 어린이보험(2601)(해약환급금 미지급형),특약,(무)질병장해특약Ⅱ(K)(해약환급금 미지급형),질병으로 3~100% 장해상태시,1000만원 × 장해 지급률,1000만원 원,7310  원,"3,550  원",,,,,,,file_16.xls,DB생명,(무)백년친구 내가고른 어린이보험(2601)(해약환급금 미지급형),특약,(무)질병장해특약Ⅱ(K)(해약환급금 미지급형),질병으로 3~100% 장해상태시,1000만원 × 장해 지급률,1000만원 원,7310  원,"3,550  원",2.75 %,-,-,110 %,116.9 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 상품형태 : 해약환급금 미지급형, 표준형 2. 보험기간 : 30세만기, 100세만기 3. 납입기간 : 10, 15, 20, 30년납 4. 가입연령 : 0세(태아포함) ~ 최고 15세 (납입기간별 상이) 5. 보험료 및 보험가격지수 예시기준 : 5세, 20년납, 100세만기, 가입금액 3000만원, 해약환급금 미지급형",1588-3131
DB생명,(무)백년친구 내가고른 어린이보험(2601)(해약환급금 미지급형),특약,(무)허혈성심장질환진단특약Ⅱ(K)(해약환급금 미지급형),허혈성심장질환으로 진단이 확정되었을 경우,1000만원(최초 1회한),1000만원 원,3840  원,"2,270  원",,,,,,,file_16.xls,DB생명,(무)백년친구 내가고른 어린이보험(2601)(해약환급금 미지급형),특약,(무)허혈성심장질환진단특약Ⅱ(K)(해약환급금 미지급형),허혈성심장질환으로 진단이 확정되었을 경우,1000만원(최초 1회한),1000만원 원,3840  원,"2,270  원",2.75 %,-,-,110 %,116.9 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 상품형태 : 해약환급금 미지급형, 표준형 2. 보험기간 : 30세만기, 100세만기 3. 납입기간 : 10, 15, 20, 30년납 4. 가입연령 : 0세(태아포함) ~ 최고 15세 (납입기간별 상이) 5. 보험료 및 보험가격지수 예시기준 : 5세, 20년납, 100세만기, 가입금액 3000만원, 해약환급금 미지급형",1588-3131
DB생명,(무)백년친구 내가고른 어린이보험(2601)(표준형),주계약,재해장해 급여금,재해로 3~100% 장해상태시,3000만원 × 장해 지급률,3000만원 원,2490  원,"2,250  원",,,,,,,file_16.xls,DB생명,(무)백년친구 내가고른 어린이보험(2601)(표준형),주계약,재해장해 급여금,재해로 3~100% 장해상태시,3000만원 × 장해 지급률,3000만원 원,2490  원,"2,250  원",2.75 %,-,-,111.3 %,114.2 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 상품형태 : 해약환급금 미지급형, 표준형 2. 보험기간 : 30세만기, 100세만기 3. 납입기간 : 10, 15, 20, 30년납 4. 가입연령 : 0세(태아포함) ~ 최고 15세 (납입기간별 상이) 5. 보험료 및 보험가격지수 예시기준 : 5세, 20년납, 100세만기, 가입금액 3000만원, 표준형",1588-3131
DB생명,(무)백년친구 내가고른 어린이보험(2601)(표준형),특약,(무)암(유사암제외)진단특약Ⅱ(K)(표준형),암 보장개시일 이후 암 진단 확정시,1000만원(최초1회한),1000만원 원,7520  원,"5,750  원",,,,,,,file_16.xls,DB생명,(무)백년친구 내가고른 어린이보험(2601)(표준형),특약,(무)암(유사암제외)진단특약Ⅱ(K)(표준형),암 보장개시일 이후 암 진단 확정시,1000만원(최초1회한),1000만원 원,7520  원,"5,750  원",2.75 %,-,-,111.3 %,114.2 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 상품형태 : 해약환급금 미지급형, 표준형 2. 보험기간 : 30세만기, 100세만기 3. 납입기간 : 10, 15, 20, 30년납 4. 가입연령 : 0세(태아포함) ~ 최고 15세 (납입기간별 상이) 5. 보험료 및 보험가격지수 예시기준 : 5세, 20년납, 100세만기, 가입금액 3000만원, 표준형",1588-3131
DB생명,(무)백년친구 내가고른 어린이보험(2601)(표준형),특약,(무)유사암진단특약Ⅱ(K)(표준형),"기타피부암, 제자리암, 경계성종양, 특정갑상선암 진단 확정시",1000만원(각 최초 1회한),1000만원 원,2670  원,"5,210  원",,,,,,,file_16.xls,DB생명,(무)백년친구 내가고른 어린이보험(2601)(표준형),특약,(무)유사암진단특약Ⅱ(K)(표준형),"기타피부암, 제자리암, 경계성종양, 특정갑상선암 진단 확정시",1000만원(각 최초 1회한),1000만원 원,2670  원,"5,210  원",2.75 %,-,-,111.3 %,114.2 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 상품형태 : 해약환급금 미지급형, 표준형 2. 보험기간 : 30세만기, 100세만기 3. 납입기간 : 10, 15, 20, 30년납 4. 가입연령 : 0세(태아포함) ~ 최고 15세 (납입기간별 상이) 5. 보험료 및 보험가격지수 예시기준 : 5세, 20년납, 100세만기, 가입금액 3000만원, 표준형",1588-3131
DB생명,(무)백년친구 내가고른 어린이보험(2601)(표준형),특약,(무)질병장해특약Ⅱ(K)(표준형),질병으로 3~100% 장해상태시,1000만원 × 장해 지급률,1000만원 원,10870  원,"5,030  원",,,,,,,file_16.xls,DB생명,(무)백년친구 내가고른 어린이보험(2601)(표준형),특약,(무)질병장해특약Ⅱ(K)(표준형),질병으로 3~100% 장해상태시,1000만원 × 장해 지급률,1000만원 원,10870  원,"5,030  원",2.75 %,-,-,111.3 %,114.2 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 상품형태 : 해약환급금 미지급형, 표준형 2. 보험기간 : 30세만기, 100세만기 3. 납입기간 : 10, 15, 20, 30년납 4. 가입연령 : 0세(태아포함) ~ 최고 15세 (납입기간별 상이) 5. 보험료 및 보험가격지수 예시기준 : 5세, 20년납, 100세만기, 가입금액 3000만원, 표준형",1588-3131
DB생명,(무)백년친구 내가고른 어린이보험(2601)(표준형),특약,(무)허혈성심장질환진단특약Ⅱ(K)(표준형),허혈성심장질환으로 진단이 확정되었을 경우,1000만원(최초 1회한),1000만원 원,4900  원,"2,770  원",,,,,,,file_16.xls,DB생명,(무)백년친구 내가고른 어린이보험(2601)(표준형),특약,(무)허혈성심장질환진단특약Ⅱ(K)(표준형),허혈성심장질환으로 진단이 확정되었을 경우,1000만원(최초 1회한),1000만원 원,4900  원,"2,770  원",2.75 %,-,-,111.3 %,114.2 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 상품형태 : 해약환급금 미지급형, 표준형 2. 보험기간 : 30세만기, 100세만기 3. 납입기간 : 10, 15, 20, 30년납 4. 가입연령 : 0세(태아포함) ~ 최고 15세 (납입기간별 상이) 5. 보험료 및 보험가격지수 예시기준 : 5세, 20년납, 100세만기, 가입금액 3000만원, 표준형",1588-3131
동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,암 진단비,"피보험자가 보험기간 중 기타피부암 갑상선암 , 제자리암 , 경계성종양으로 진단확정 되었을 때 또는 피보험자가 보험기간 중 암보장개시일 이후 암으로 진단확정 되었을 때 (각각 최초 1 회한)","[최초 계약해당일로부터 20 년 경과시점 계약해당일 전일 이전] 암 5,000 만 원 기타피부암 :1,000 만원 갑상선암 : 1,000 만원 제자리암 : 1,000 만원 경계성종양 :1,000 만원","1,000만원 원",144070  원,"109,790  원",,,,,,,file_16.xls,동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,암 진단비,"피보험자가 보험기간 중 기타피부암 갑상선암 , 제자리암 , 경계성종양으로 진단확정 되었을 때 또는 피보험자가 보험기간 중 암보장개시일 이후 암으로 진단확정 되었을 때 (각각 최초 1 회한)","[최초 계약해당일로부터 20 년 경과시점 계약해당일 전일 이전] 암 5,000 만 원 기타피부암 :1,000 만원 갑상선암 : 1,000 만원 제자리암 : 1,000 만원 경계성종양 :1,000 만원","1,000만원 원",144070  원,"109,790  원",2.75 %,-,-,95.4 %,94.9 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-03-16,"1. 가입나이 : 태아 ~ 최대 15 세 2. 상품형태 : 해약환급금 일부지급형Ⅲ / 표준형(미판매) 3. 보험기간 : 100 · 110세만기 4. 보험료 예시기준 : 주계약(가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 3대질환보장형 , 100 세만기 , 30 년납 , 5 세 , 월납) 5. 보험가격지수 예시기준 : 주보험 가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 3대질환보장형 , 100 세만기 , 30 년납 , 5 세 , 월납",1577-1004
