보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,남성보험료,여성보험료,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,source_file,원본_열_0,원본_열_1,원본_열_2,원본_열_3,원본_열_4,원본_열_5,원본_열_6,원본_열_7,원본_열_8,원본_열_9,원본_열_10,원본_열_11,원본_열_12,원본_열_13,원본_열_14,원본_열_15,원본_열_16,원본_열_17,원본_열_18,원본_열_19,원본_열_20,원본_열_21,원본_열_22,원본_열_23,원본_열_24,원본_열_25,원본_열_26,원본_열_27,원본_열_28,원본_열_29
동양생명,"(무)엔젤안심보험(치매보장형, 해약환급금 일부지급형Ⅲ)",주계약,중등도이상 치매간병비,피보험자가 보험기간 중 “치매 보장개시일” 이후에 “중등도이상치매상태”로 진단확정 되었을 때 (최초 1회의 진단확정에 한함),매월 중등도이상치매간병비 지급해당일: 100만원 (84회 확정지급),"1,000만원","195,800 원","162,400 원",,,,,,,"1. 가입나이 : 만 15세~최대 75세 2. 상품형태 : 치매보장형, 생활비보장형(장해), 상해보장형 / 해약환급금 일부지급형Ⅲ, 표준형 3. 보험기간 : 90·100·110세만기 4. 보험료 예시기준: 치매보장형, 해약환급금 일부지급형Ⅲ, 보험가입금액 1,000만원, 40세, 90세만기, 20년납, 월납 5. 보험가격지수 예시기준: 치매보장형, 해약환급금 일부지급형Ⅲ, 보험가입금액 1,000만원, 40세, 90세만기, 20년납, 월납 6. 확정이율 : 10년 이내 2.75%, 10년 초과 2.00%",,보장성_상품비교_20260608162110819.xls,동양생명,"(무)엔젤안심보험(치매보장형, 해약환급금 일부지급형Ⅲ)",주계약,중등도이상 치매간병비,피보험자가 보험기간 중 “치매 보장개시일” 이후에 “중등도이상치매상태”로 진단확정 되었을 때 (최초 1회의 진단확정에 한함),매월 중등도이상치매간병비 지급해당일: 100만원 (84회 확정지급),"1,000만원",195800  원,"162,400  원",2.75 %,-,-,102.9 %,101.8 %,-,-,-,-,무해지/저해지환급,Y,300만원,비갱신형,비유니버셜,대면채널  방카슈랑스,2026-04-01,"1. 가입나이 : 만 15세~최대 75세 2. 상품형태 : 치매보장형, 생활비보장형(장해), 상해보장형 / 해약환급금 일부지급형Ⅲ, 표준형 3. 보험기간 : 90·100·110세만기 4. 보험료 예시기준: 치매보장형, 해약환급금 일부지급형Ⅲ, 보험가입금액 1,000만원, 40세, 90세만기, 20년납, 월납 5. 보험가격지수 예시기준: 치매보장형, 해약환급금 일부지급형Ⅲ, 보험가입금액 1,000만원, 40세, 90세만기, 20년납, 월납 6. 확정이율 : 10년 이내 2.75%, 10년 초과 2.00%",1577-1004,,,
동양생명,"(무)엔젤안심보험(치매보장형, 해약환급금 일부지급형Ⅲ)",주계약,루게릭병 진단비,피보험자가 보험기간 중 루게릭병으로 진단확정 되었을 때 (최초 1회한),"1,000만원 (다만, 계약일부터 1년미만 진단확정시 50% 지급)","1,000만원","195,800 원","162,400 원",,,,,,,"1. 가입나이 : 만 15세~최대 75세 2. 상품형태 : 치매보장형, 생활비보장형(장해), 상해보장형 / 해약환급금 일부지급형Ⅲ, 표준형 3. 보험기간 : 90·100·110세만기 4. 보험료 예시기준: 치매보장형, 해약환급금 일부지급형Ⅲ, 보험가입금액 1,000만원, 40세, 90세만기, 20년납, 월납 5. 보험가격지수 예시기준: 치매보장형, 해약환급금 일부지급형Ⅲ, 보험가입금액 1,000만원, 40세, 90세만기, 20년납, 월납 6. 확정이율 : 10년 이내 2.75%, 10년 초과 2.00%",,보장성_상품비교_20260608162110819.xls,동양생명,"(무)엔젤안심보험(치매보장형, 해약환급금 일부지급형Ⅲ)",주계약,루게릭병 진단비,피보험자가 보험기간 중 루게릭병으로 진단확정 되었을 때 (최초 1회한),"1,000만원 (다만, 계약일부터 1년미만 진단확정시 50% 지급)","1,000만원",195800  원,"162,400  원",2.75 %,-,-,102.9 %,101.8 %,-,-,-,-,무해지/저해지환급,Y,300만원,비갱신형,비유니버셜,대면채널  방카슈랑스,2026-04-01,"1. 가입나이 : 만 15세~최대 75세 2. 상품형태 : 치매보장형, 생활비보장형(장해), 상해보장형 / 해약환급금 일부지급형Ⅲ, 표준형 3. 보험기간 : 90·100·110세만기 4. 보험료 예시기준: 치매보장형, 해약환급금 일부지급형Ⅲ, 보험가입금액 1,000만원, 40세, 90세만기, 20년납, 월납 5. 보험가격지수 예시기준: 치매보장형, 해약환급금 일부지급형Ⅲ, 보험가입금액 1,000만원, 40세, 90세만기, 20년납, 월납 6. 확정이율 : 10년 이내 2.75%, 10년 초과 2.00%",1577-1004,,,
동양생명,"(무)엔젤안심보험(치매보장형, 해약환급금 일부지급형Ⅲ)",주계약,다발경화증 진단비,피보험자가 보험기간 중 다발경화증으로 진단확정 되었을 때 (최초 1회한),"1,000만원 (다만, 계약일부터 1년미만 진단확정시 50% 지급)","1,000만원","195,800 원","162,400 원",,,,,,,"1. 가입나이 : 만 15세~최대 75세 2. 상품형태 : 치매보장형, 생활비보장형(장해), 상해보장형 / 해약환급금 일부지급형Ⅲ, 표준형 3. 보험기간 : 90·100·110세만기 4. 보험료 예시기준: 치매보장형, 해약환급금 일부지급형Ⅲ, 보험가입금액 1,000만원, 40세, 90세만기, 20년납, 월납 5. 보험가격지수 예시기준: 치매보장형, 해약환급금 일부지급형Ⅲ, 보험가입금액 1,000만원, 40세, 90세만기, 20년납, 월납 6. 확정이율 : 10년 이내 2.75%, 10년 초과 2.00%",,보장성_상품비교_20260608162110819.xls,동양생명,"(무)엔젤안심보험(치매보장형, 해약환급금 일부지급형Ⅲ)",주계약,다발경화증 진단비,피보험자가 보험기간 중 다발경화증으로 진단확정 되었을 때 (최초 1회한),"1,000만원 (다만, 계약일부터 1년미만 진단확정시 50% 지급)","1,000만원",195800  원,"162,400  원",2.75 %,-,-,102.9 %,101.8 %,-,-,-,-,무해지/저해지환급,Y,300만원,비갱신형,비유니버셜,대면채널  방카슈랑스,2026-04-01,"1. 가입나이 : 만 15세~최대 75세 2. 상품형태 : 치매보장형, 생활비보장형(장해), 상해보장형 / 해약환급금 일부지급형Ⅲ, 표준형 3. 보험기간 : 90·100·110세만기 4. 보험료 예시기준: 치매보장형, 해약환급금 일부지급형Ⅲ, 보험가입금액 1,000만원, 40세, 90세만기, 20년납, 월납 5. 보험가격지수 예시기준: 치매보장형, 해약환급금 일부지급형Ⅲ, 보험가입금액 1,000만원, 40세, 90세만기, 20년납, 월납 6. 확정이율 : 10년 이내 2.75%, 10년 초과 2.00%",1577-1004,,,
메트라이프생명,무배당 360 치매간병보험,주계약,사망보험금,보험기간 중 피보험자가 사망하였을 때,100만원,100만원,"2,498 원","2,154 원",,,,,,,"1. 가입연령 : 30세 ~ 75세 2. 보험기간 및 납입기간 : - 유해약환급금형 : 85세/90세/100세 만기 및 5년납, 7년납, 10년납, 15년납, 20년납, 25년납, 30년납, 55세납, 60세납, 65세납, 70세납, 80세납  - 무해약환급금형 : 85세/90세/100세 만기 및 7년납, 10년납, 15년납, 20년납, 25년납, 30년납, 55세납, 60세납, 65세납, 70세납, 80세납 3. 보험가입금액 : 100만원 4. 보험가격지수 예시기준 : 100세만기, 20년납, 가입금액 100만원, 월납, 40세, 무해약환급금형 기준 5. 보험료 예시 기준 : 가입금액 100만원, 50세 남/여, 100세 만기, 20년납, 월납, 무해약환급금형 기준, 의무가입특약 (무)중증치매진단특약(무해약환급금형)(가입금액 500만원) 보험료 포함",,보장성_상품비교_20260608162110819.xls,메트라이프생명,무배당 360 치매간병보험,주계약,사망보험금,보험기간 중 피보험자가 사망하였을 때,100만원,100만원,2498  원,"2,154  원",2.75 %,-,-,107.7 %,109.1 %,-,-,-,-,무해지/저해지환급,N,-,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입연령 : 30세 ~ 75세 2. 보험기간 및 납입기간 : - 유해약환급금형 : 85세/90세/100세 만기 및 5년납, 7년납, 10년납, 15년납, 20년납, 25년납, 30년납, 55세납, 60세납, 65세납, 70세납, 80세납  - 무해약환급금형 : 85세/90세/100세 만기 및 7년납, 10년납, 15년납, 20년납, 25년납, 30년납, 55세납, 60세납, 65세납, 70세납, 80세납 3. 보험가입금액 : 100만원 4. 보험가격지수 예시기준 : 100세만기, 20년납, 가입금액 100만원, 월납, 40세, 무해약환급금형 기준 5. 보험료 예시 기준 : 가입금액 100만원, 50세 남/여, 100세 만기, 20년납, 월납, 무해약환급금형 기준, 의무가입특약 (무)중증치매진단특약(무해약환급금형)(가입금액 500만원) 보험료 포함",1588-9600,,,
메트라이프생명,무배당 360 치매간병보험,특약,무배당 중증치매진단특약(무해약환급금형),"피보험자가 보험기간 중 “중증치매상태”로 진 단 확정되었을 때 (다만, 최초 1 회에 한하여 지급)",500만원,500만원,"3,960 원","4,450 원",,,,,,,"1. 가입연령 : 30세 ~ 75세 2. 보험기간 및 납입기간 : - 유해약환급금형 : 85세/90세/100세 만기 및 5년납, 7년납, 10년납, 15년납, 20년납, 25년납, 30년납, 55세납, 60세납, 65세납, 70세납, 80세납  - 무해약환급금형 : 85세/90세/100세 만기 및 7년납, 10년납, 15년납, 20년납, 25년납, 30년납, 55세납, 60세납, 65세납, 70세납, 80세납 3. 보험가입금액 : 100만원 4. 보험가격지수 예시기준 : 100세만기, 20년납, 가입금액 100만원, 월납, 40세, 무해약환급금형 기준 5. 보험료 예시 기준 : 가입금액 100만원, 50세 남/여, 100세 만기, 20년납, 월납, 무해약환급금형 기준, 의무가입특약 (무)중증치매진단특약(무해약환급금형)(가입금액 500만원) 보험료 포함",,보장성_상품비교_20260608162110819.xls,메트라이프생명,무배당 360 치매간병보험,특약,무배당 중증치매진단특약(무해약환급금형),"피보험자가 보험기간 중 “중증치매상태”로 진 단 확정되었을 때 (다만, 최초 1 회에 한하여 지급)",500만원,500만원,3960  원,"4,450  원",2.75 %,-,-,107.7 %,109.1 %,-,-,-,-,무해지/저해지환급,N,-,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입연령 : 30세 ~ 75세 2. 보험기간 및 납입기간 : - 유해약환급금형 : 85세/90세/100세 만기 및 5년납, 7년납, 10년납, 15년납, 20년납, 25년납, 30년납, 55세납, 60세납, 65세납, 70세납, 80세납  - 무해약환급금형 : 85세/90세/100세 만기 및 7년납, 10년납, 15년납, 20년납, 25년납, 30년납, 55세납, 60세납, 65세납, 70세납, 80세납 3. 보험가입금액 : 100만원 4. 보험가격지수 예시기준 : 100세만기, 20년납, 가입금액 100만원, 월납, 40세, 무해약환급금형 기준 5. 보험료 예시 기준 : 가입금액 100만원, 50세 남/여, 100세 만기, 20년납, 월납, 무해약환급금형 기준, 의무가입특약 (무)중증치매진단특약(무해약환급금형)(가입금액 500만원) 보험료 포함",1588-9600,,,
메트라이프생명,무배당 360 치매간병보험,특약,무배당 경증이상치매진단특약(무해약환급금형),"피보험자가 보험기간 중 “치매보장개시일” 이후에 “경증이상 치매상태”로 진단 확정되었을 때 (다만, 최초 1 회에 한하여 지급)","1,000만원","1,000만원","17,520 원","17,780 원",,,,,,,"1. 가입연령 : 30세 ~ 75세 2. 보험기간 및 납입기간 : - 유해약환급금형 : 85세/90세/100세 만기 및 5년납, 7년납, 10년납, 15년납, 20년납, 25년납, 30년납, 55세납, 60세납, 65세납, 70세납, 80세납  - 무해약환급금형 : 85세/90세/100세 만기 및 7년납, 10년납, 15년납, 20년납, 25년납, 30년납, 55세납, 60세납, 65세납, 70세납, 80세납 3. 보험가입금액 : 100만원 4. 보험가격지수 예시기준 : 100세만기, 20년납, 가입금액 100만원, 월납, 40세, 무해약환급금형 기준 5. 보험료 예시 기준 : 가입금액 100만원, 50세 남/여, 100세 만기, 20년납, 월납, 무해약환급금형 기준, 의무가입특약 (무)중증치매진단특약(무해약환급금형)(가입금액 500만원) 보험료 포함",,보장성_상품비교_20260608162110819.xls,메트라이프생명,무배당 360 치매간병보험,특약,무배당 경증이상치매진단특약(무해약환급금형),"피보험자가 보험기간 중 “치매보장개시일” 이후에 “경증이상 치매상태”로 진단 확정되었을 때 (다만, 최초 1 회에 한하여 지급)","1,000만원","1,000만원",17520  원,"17,780  원",2.75 %,-,-,107.7 %,109.1 %,-,-,-,-,무해지/저해지환급,N,-,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입연령 : 30세 ~ 75세 2. 보험기간 및 납입기간 : - 유해약환급금형 : 85세/90세/100세 만기 및 5년납, 7년납, 10년납, 15년납, 20년납, 25년납, 30년납, 55세납, 60세납, 65세납, 70세납, 80세납  - 무해약환급금형 : 85세/90세/100세 만기 및 7년납, 10년납, 15년납, 20년납, 25년납, 30년납, 55세납, 60세납, 65세납, 70세납, 80세납 3. 보험가입금액 : 100만원 4. 보험가격지수 예시기준 : 100세만기, 20년납, 가입금액 100만원, 월납, 40세, 무해약환급금형 기준 5. 보험료 예시 기준 : 가입금액 100만원, 50세 남/여, 100세 만기, 20년납, 월납, 무해약환급금형 기준, 의무가입특약 (무)중증치매진단특약(무해약환급금형)(가입금액 500만원) 보험료 포함",1588-9600,,,
메트라이프생명,무배당 360 치매간병보험,특약,무배당 중증치매간병생활자금특약(무해약환급금형),"피보험자가 보험기간 중 “중증치매상태”로 진단 확정되고, 진단확정일부터 매년 진단확정일에 살아있을 경우 (최초 36회(3년) 보증지급, 최대 20년(240회) 지급)",매월 25만원,25만원,"10,000 원","13,250 원",,,,,,,"1. 가입연령 : 30세 ~ 75세 2. 보험기간 및 납입기간 : - 유해약환급금형 : 85세/90세/100세 만기 및 5년납, 7년납, 10년납, 15년납, 20년납, 25년납, 30년납, 55세납, 60세납, 65세납, 70세납, 80세납  - 무해약환급금형 : 85세/90세/100세 만기 및 7년납, 10년납, 15년납, 20년납, 25년납, 30년납, 55세납, 60세납, 65세납, 70세납, 80세납 3. 보험가입금액 : 100만원 4. 보험가격지수 예시기준 : 100세만기, 20년납, 가입금액 100만원, 월납, 40세, 무해약환급금형 기준 5. 보험료 예시 기준 : 가입금액 100만원, 50세 남/여, 100세 만기, 20년납, 월납, 무해약환급금형 기준, 의무가입특약 (무)중증치매진단특약(무해약환급금형)(가입금액 500만원) 보험료 포함",,보장성_상품비교_20260608162110819.xls,메트라이프생명,무배당 360 치매간병보험,특약,무배당 중증치매간병생활자금특약(무해약환급금형),"피보험자가 보험기간 중 “중증치매상태”로 진단 확정되고, 진단확정일부터 매년 진단확정일에 살아있을 경우 (최초 36회(3년) 보증지급, 최대 20년(240회) 지급)",매월 25만원,25만원,10000  원,"13,250  원",2.75 %,-,-,107.7 %,109.1 %,-,-,-,-,무해지/저해지환급,N,-,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입연령 : 30세 ~ 75세 2. 보험기간 및 납입기간 : - 유해약환급금형 : 85세/90세/100세 만기 및 5년납, 7년납, 10년납, 15년납, 20년납, 25년납, 30년납, 55세납, 60세납, 65세납, 70세납, 80세납  - 무해약환급금형 : 85세/90세/100세 만기 및 7년납, 10년납, 15년납, 20년납, 25년납, 30년납, 55세납, 60세납, 65세납, 70세납, 80세납 3. 보험가입금액 : 100만원 4. 보험가격지수 예시기준 : 100세만기, 20년납, 가입금액 100만원, 월납, 40세, 무해약환급금형 기준 5. 보험료 예시 기준 : 가입금액 100만원, 50세 남/여, 100세 만기, 20년납, 월납, 무해약환급금형 기준, 의무가입특약 (무)중증치매진단특약(무해약환급금형)(가입금액 500만원) 보험료 포함",1588-9600,,,
메트라이프생명,무배당 360 치매간병보험,특약,무배당 중등도이상치매간병생활자금특약(무해약환급금형),"피보험자가 보험기간 중 “치매보장개시일” 이후에 “중등도이상 치매상태”로 진단 확정되고, 진단확정일부터 매년 진단확정일에 살아있을 경우 (최초 36회(3년) 보증지급, 최대 15년(180회) 지급)",매월 25만원,25만원,"21,500 원","25,000 원",,,,,,,"1. 가입연령 : 30세 ~ 75세 2. 보험기간 및 납입기간 : - 유해약환급금형 : 85세/90세/100세 만기 및 5년납, 7년납, 10년납, 15년납, 20년납, 25년납, 30년납, 55세납, 60세납, 65세납, 70세납, 80세납  - 무해약환급금형 : 85세/90세/100세 만기 및 7년납, 10년납, 15년납, 20년납, 25년납, 30년납, 55세납, 60세납, 65세납, 70세납, 80세납 3. 보험가입금액 : 100만원 4. 보험가격지수 예시기준 : 100세만기, 20년납, 가입금액 100만원, 월납, 40세, 무해약환급금형 기준 5. 보험료 예시 기준 : 가입금액 100만원, 50세 남/여, 100세 만기, 20년납, 월납, 무해약환급금형 기준, 의무가입특약 (무)중증치매진단특약(무해약환급금형)(가입금액 500만원) 보험료 포함",,보장성_상품비교_20260608162110819.xls,메트라이프생명,무배당 360 치매간병보험,특약,무배당 중등도이상치매간병생활자금특약(무해약환급금형),"피보험자가 보험기간 중 “치매보장개시일” 이후에 “중등도이상 치매상태”로 진단 확정되고, 진단확정일부터 매년 진단확정일에 살아있을 경우 (최초 36회(3년) 보증지급, 최대 15년(180회) 지급)",매월 25만원,25만원,21500  원,"25,000  원",2.75 %,-,-,107.7 %,109.1 %,-,-,-,-,무해지/저해지환급,N,-,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입연령 : 30세 ~ 75세 2. 보험기간 및 납입기간 : - 유해약환급금형 : 85세/90세/100세 만기 및 5년납, 7년납, 10년납, 15년납, 20년납, 25년납, 30년납, 55세납, 60세납, 65세납, 70세납, 80세납  - 무해약환급금형 : 85세/90세/100세 만기 및 7년납, 10년납, 15년납, 20년납, 25년납, 30년납, 55세납, 60세납, 65세납, 70세납, 80세납 3. 보험가입금액 : 100만원 4. 보험가격지수 예시기준 : 100세만기, 20년납, 가입금액 100만원, 월납, 40세, 무해약환급금형 기준 5. 보험료 예시 기준 : 가입금액 100만원, 50세 남/여, 100세 만기, 20년납, 월납, 무해약환급금형 기준, 의무가입특약 (무)중증치매진단특약(무해약환급금형)(가입금액 500만원) 보험료 포함",1588-9600,,,
KB라이프생명,KB 골든라이프 안심보험 무배당(치매보장형),주계약,중증치매진단비,피보험자가 보험기간 중 “치매보장개시일”이후에 “중증치매상태”로 최종 진단확정되었을 때 (최초 1회에 한함),"2,000만원","1,000만원","408,650 원","347,890 원",,,,,,,"1. 가입나이 : 만15세 ~ 최대 75세 2. 보험기간 : 90세, 100세, 110세만기 3. 납입기간 : 5년, 7년, 10년납 4. 보험료(주계약) 기준 : 40세, 90세만기, 10년납, 월납, 가입금액 : 1,000만원 5. 보험가격지수 기준 : 40세, 90세만기, 10년납, 월납, 가입금액 : 1,000만원 6. 적용이율 : 10년이내 연복리 3.4%, 10년초과 연복리 2.0%",,보장성_상품비교_20260608162110819.xls,KB라이프생명,KB 골든라이프 안심보험 무배당(치매보장형),주계약,중증치매진단비,피보험자가 보험기간 중 “치매보장개시일”이후에 “중증치매상태”로 최종 진단확정되었을 때 (최초 1회에 한함),"2,000만원","1,000만원",408650  원,"347,890  원",3.40 %,-,-,98.7 %,98.4 %,-,-,-,-,순수보장,Y,보험가입금액의 100%,비갱신형,비유니버셜,방카슈랑스,2026-01-19,"1. 가입나이 : 만15세 ~ 최대 75세 2. 보험기간 : 90세, 100세, 110세만기 3. 납입기간 : 5년, 7년, 10년납 4. 보험료(주계약) 기준 : 40세, 90세만기, 10년납, 월납, 가입금액 : 1,000만원 5. 보험가격지수 기준 : 40세, 90세만기, 10년납, 월납, 가입금액 : 1,000만원 6. 적용이율 : 10년이내 연복리 3.4%, 10년초과 연복리 2.0%",1588-3374,,,
KB라이프생명,KB 골든라이프 안심보험 무배당(치매보장형),주계약,중등도이상치매진단비,피보험자가 보험기간 중 “치매보장개시일”이후에 “중등도이상치매상태”로 최종 진단확정되었을 때 (최초 1회에 한함),"2,000만원","1,000만원","408,650 원","347,890 원",,,,,,,"1. 가입나이 : 만15세 ~ 최대 75세 2. 보험기간 : 90세, 100세, 110세만기 3. 납입기간 : 5년, 7년, 10년납 4. 보험료(주계약) 기준 : 40세, 90세만기, 10년납, 월납, 가입금액 : 1,000만원 5. 보험가격지수 기준 : 40세, 90세만기, 10년납, 월납, 가입금액 : 1,000만원 6. 적용이율 : 10년이내 연복리 3.4%, 10년초과 연복리 2.0%",,보장성_상품비교_20260608162110819.xls,KB라이프생명,KB 골든라이프 안심보험 무배당(치매보장형),주계약,중등도이상치매진단비,피보험자가 보험기간 중 “치매보장개시일”이후에 “중등도이상치매상태”로 최종 진단확정되었을 때 (최초 1회에 한함),"2,000만원","1,000만원",408650  원,"347,890  원",3.40 %,-,-,98.7 %,98.4 %,-,-,-,-,순수보장,Y,보험가입금액의 100%,비갱신형,비유니버셜,방카슈랑스,2026-01-19,"1. 가입나이 : 만15세 ~ 최대 75세 2. 보험기간 : 90세, 100세, 110세만기 3. 납입기간 : 5년, 7년, 10년납 4. 보험료(주계약) 기준 : 40세, 90세만기, 10년납, 월납, 가입금액 : 1,000만원 5. 보험가격지수 기준 : 40세, 90세만기, 10년납, 월납, 가입금액 : 1,000만원 6. 적용이율 : 10년이내 연복리 3.4%, 10년초과 연복리 2.0%",1588-3374,,,
KB라이프생명,KB 골든라이프 안심보험 무배당(치매보장형),주계약,경도이상치매진단비,피보험자가 보험기간 중 “치매보장개시일”이후에 “경도이상치매상태”로 최종 진단확정되었을 때 (최초 1회에 한함),"1,000만원","1,000만원","408,650 원","347,890 원",,,,,,,"1. 가입나이 : 만15세 ~ 최대 75세 2. 보험기간 : 90세, 100세, 110세만기 3. 납입기간 : 5년, 7년, 10년납 4. 보험료(주계약) 기준 : 40세, 90세만기, 10년납, 월납, 가입금액 : 1,000만원 5. 보험가격지수 기준 : 40세, 90세만기, 10년납, 월납, 가입금액 : 1,000만원 6. 적용이율 : 10년이내 연복리 3.4%, 10년초과 연복리 2.0%",,보장성_상품비교_20260608162110819.xls,KB라이프생명,KB 골든라이프 안심보험 무배당(치매보장형),주계약,경도이상치매진단비,피보험자가 보험기간 중 “치매보장개시일”이후에 “경도이상치매상태”로 최종 진단확정되었을 때 (최초 1회에 한함),"1,000만원","1,000만원",408650  원,"347,890  원",3.40 %,-,-,98.7 %,98.4 %,-,-,-,-,순수보장,Y,보험가입금액의 100%,비갱신형,비유니버셜,방카슈랑스,2026-01-19,"1. 가입나이 : 만15세 ~ 최대 75세 2. 보험기간 : 90세, 100세, 110세만기 3. 납입기간 : 5년, 7년, 10년납 4. 보험료(주계약) 기준 : 40세, 90세만기, 10년납, 월납, 가입금액 : 1,000만원 5. 보험가격지수 기준 : 40세, 90세만기, 10년납, 월납, 가입금액 : 1,000만원 6. 적용이율 : 10년이내 연복리 3.4%, 10년초과 연복리 2.0%",1588-3374,,,
KB라이프생명,KB 골든라이프 안심보험 무배당(치매보장형),주계약,중증치매간병비,피보험자가 보험기간 중 “치매보장개시일”이후에 “중증치매상태”로 최종 진단확정되었을 때 (최초 1회에 한함),매월 100만원 * 84회 확정지급,"1,000만원","408,650 원","347,890 원",,,,,,,"1. 가입나이 : 만15세 ~ 최대 75세 2. 보험기간 : 90세, 100세, 110세만기 3. 납입기간 : 5년, 7년, 10년납 4. 보험료(주계약) 기준 : 40세, 90세만기, 10년납, 월납, 가입금액 : 1,000만원 5. 보험가격지수 기준 : 40세, 90세만기, 10년납, 월납, 가입금액 : 1,000만원 6. 적용이율 : 10년이내 연복리 3.4%, 10년초과 연복리 2.0%",,보장성_상품비교_20260608162110819.xls,KB라이프생명,KB 골든라이프 안심보험 무배당(치매보장형),주계약,중증치매간병비,피보험자가 보험기간 중 “치매보장개시일”이후에 “중증치매상태”로 최종 진단확정되었을 때 (최초 1회에 한함),매월 100만원 * 84회 확정지급,"1,000만원",408650  원,"347,890  원",3.40 %,-,-,98.7 %,98.4 %,-,-,-,-,순수보장,Y,보험가입금액의 100%,비갱신형,비유니버셜,방카슈랑스,2026-01-19,"1. 가입나이 : 만15세 ~ 최대 75세 2. 보험기간 : 90세, 100세, 110세만기 3. 납입기간 : 5년, 7년, 10년납 4. 보험료(주계약) 기준 : 40세, 90세만기, 10년납, 월납, 가입금액 : 1,000만원 5. 보험가격지수 기준 : 40세, 90세만기, 10년납, 월납, 가입금액 : 1,000만원 6. 적용이율 : 10년이내 연복리 3.4%, 10년초과 연복리 2.0%",1588-3374,,,
KB라이프생명,KB 골든라이프 안심보험 무배당(치매보장형),주계약,중등도이상치매간병비,피보험자가 보험기간 중 “치매보장개시일”이후에 “중등도이상치매상태”로 최종 진단확정되었을 때 (최초 1회에 한함),매월 100만원 * 84회 확정지급,"1,000만원","408,650 원","347,890 원",,,,,,,"1. 가입나이 : 만15세 ~ 최대 75세 2. 보험기간 : 90세, 100세, 110세만기 3. 납입기간 : 5년, 7년, 10년납 4. 보험료(주계약) 기준 : 40세, 90세만기, 10년납, 월납, 가입금액 : 1,000만원 5. 보험가격지수 기준 : 40세, 90세만기, 10년납, 월납, 가입금액 : 1,000만원 6. 적용이율 : 10년이내 연복리 3.4%, 10년초과 연복리 2.0%",,보장성_상품비교_20260608162110819.xls,KB라이프생명,KB 골든라이프 안심보험 무배당(치매보장형),주계약,중등도이상치매간병비,피보험자가 보험기간 중 “치매보장개시일”이후에 “중등도이상치매상태”로 최종 진단확정되었을 때 (최초 1회에 한함),매월 100만원 * 84회 확정지급,"1,000만원",408650  원,"347,890  원",3.40 %,-,-,98.7 %,98.4 %,-,-,-,-,순수보장,Y,보험가입금액의 100%,비갱신형,비유니버셜,방카슈랑스,2026-01-19,"1. 가입나이 : 만15세 ~ 최대 75세 2. 보험기간 : 90세, 100세, 110세만기 3. 납입기간 : 5년, 7년, 10년납 4. 보험료(주계약) 기준 : 40세, 90세만기, 10년납, 월납, 가입금액 : 1,000만원 5. 보험가격지수 기준 : 40세, 90세만기, 10년납, 월납, 가입금액 : 1,000만원 6. 적용이율 : 10년이내 연복리 3.4%, 10년초과 연복리 2.0%",1588-3374,,,
