보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,납입주기,source_file
교보생명,교보e대중교통안심보험 (무배당) (월납),주계약,재해골절 진단보험금,"피보험자가 보험기간 중 재해로 인하여 재해골절[치아파절(깨짐, 부러짐) 제외]로 진단확정되었을 경우 [다만, 치아파절(깨짐, 부러짐) 제외, 연간 1회에 한하여 지급]",10만원,"1,000만원",438 원,298 원,,,,,"■필수기재사항 1. 가입나이 : 20세 ~ 60세 2. 보험기간 : 1년 3. 납입기간 : 일시납 ■선택기재사항 1. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 1년만기, 일시납",,월납,file_15.xls
교보생명,교보e대중교통안심보험 (무배당) (월납),주계약,깁스치료보험금,피보험자가 보험기간 중 질병 또는 재해로 “깁스(Cast)치료”를 받았을 경우,깁스치료 1회당 10만원,"1,000만원",438 원,298 원,,,,,"■필수기재사항 1. 가입나이 : 20세 ~ 60세 2. 보험기간 : 1년 3. 납입기간 : 일시납 ■선택기재사항 1. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 1년만기, 일시납",,월납,file_15.xls
교보생명,교보e교통안심보험 (무배당) (월납),주계약,교통재해사망보험금,"피보험자가 보험기간 중 ""교통재해""로 사망하였을 경우",보험가입금액의 100%,"1,000만원",243 원,92 원,,,,,"■필수기재사항 1. 가입나이 : 20세 ~ 60세 2. 보험기간 : 1년 3. 납입기간 : 일시납 ■선택기재사항 1. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 1년만기, 일시납",,월납,file_15.xls
교보생명,교보e교통안심보험 (무배당) (월납),주계약,교통재해장해급여금,"피보험자가 보험기간 중 ""교통재해""를 원인으로 장해분류표에서 정한 각 장해지급률 중 3%이상 100%이하에 해당하는 장해상태가 되었을 경우",보험가입금액 X 해당 장해지급률,"1,000만원",243 원,92 원,,,,,"■필수기재사항 1. 가입나이 : 20세 ~ 60세 2. 보험기간 : 1년 3. 납입기간 : 일시납 ■선택기재사항 1. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 1년만기, 일시납",,월납,file_15.xls
교보생명,교보e교통안심보험 (무배당) (월납),주계약,강력범죄 위로금,"피보험자가 보험기간 중 ""강력범죄""를 직접적인 원인으로 ""신체피해로 전치 1개월을 초과하는 상해""가 발생하였을 경우 (사고 1회당, 동일사고에 의한 경우 1회에 한함)",100만원,"1,000만원",243 원,92 원,,,,,"■필수기재사항 1. 가입나이 : 20세 ~ 60세 2. 보험기간 : 1년 3. 납입기간 : 일시납 ■선택기재사항 1. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 1년만기, 일시납",,월납,file_15.xls
교보생명,교보상해케어보험 23.11 (무배당) (월납),주계약,강력범죄위로금,피보험자가 보험기간 중 “강력범죄”를 직접적인 원인으로 “신체피해로 전치 1개월을 초과하는 상해”가 발생하였을 경우 (동일사고에 의한 경우 1회에 한함),300만원(사고 1회당),"1,000만원","1,100 원",710 원,,,,,"■필수기재사항 1. 가입나이 : 20 ~ 60세 2. 보험기간 : 1년 3. 납입기간 : 전기납 ■선택기재사항 1. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 1년만기, 전기납, 월납",,월납,file_15.xls
교보생명,교보상해케어보험 23.11 (무배당) (월납),주계약,깁스치료비,피보험자가 보험기간 중 질병 또는 재해로 “깁스(Cast)치료”를 받았을 경우,10만원(깁스치료 1회당),"1,000만원","1,100 원",710 원,,,,,"■필수기재사항 1. 가입나이 : 20 ~ 60세 2. 보험기간 : 1년 3. 납입기간 : 전기납 ■선택기재사항 1. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 1년만기, 전기납, 월납",,월납,file_15.xls
교보생명,교보상해케어보험 23.11 (무배당) (월납),주계약,재해골절치료비,"피보험자가 보험기간 중 재해로 인하여 재해골절[치아파절(깨짐, 부러짐) 제외]로 진단확정되었을 경우 [다만, 치아파절(깨짐, 부러짐) 제외, 연간 1회에 한하여 지급]",10만원(골절발생 1회당),"1,000만원","1,100 원",710 원,,,,,"■필수기재사항 1. 가입나이 : 20 ~ 60세 2. 보험기간 : 1년 3. 납입기간 : 전기납 ■선택기재사항 1. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 1년만기, 전기납, 월납",,월납,file_15.xls
교보생명,교보상해케어보험 23.11 (무배당) (월납),주계약,응급실내원비,"피보험자가 보험기간 중 “응급환자”로 응급실에 내원하여 진료를 받았을 경우(다만, 1일 1회에 한함)",1만원(내원 1회당),"1,000만원","1,100 원",710 원,,,,,"■필수기재사항 1. 가입나이 : 20 ~ 60세 2. 보험기간 : 1년 3. 납입기간 : 전기납 ■선택기재사항 1. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 1년만기, 전기납, 월납",,월납,file_15.xls
교보생명,교보상해케어보험 23.11 (무배당) (월납),주계약,재해입원비,피보험자가 보험기간 중 재해로 인한 직접적인 치료를 목적으로 1일 이상 입원하였을 경우,입원일수 1일당 1만원(1회 입원당지급일수 120일 한도),"1,000만원","1,100 원",710 원,,,,,"■필수기재사항 1. 가입나이 : 20 ~ 60세 2. 보험기간 : 1년 3. 납입기간 : 전기납 ■선택기재사항 1. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 1년만기, 전기납, 월납",,월납,file_15.xls
교보생명,교보상해케어보험 23.11 (무배당) (월납),주계약,재해수술비,피보험자가 보험기간 중 재해를 직접적인 원인으로 수술을 받았을 경우,10만원(수술 1회당),"1,000만원","1,100 원",710 원,,,,,"■필수기재사항 1. 가입나이 : 20 ~ 60세 2. 보험기간 : 1년 3. 납입기간 : 전기납 ■선택기재사항 1. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 1년만기, 전기납, 월납",,월납,file_15.xls
교보생명,교보상해케어보험 23.11 (무배당) (월납),주계약,특정외모상해수술비,"피보험자가 보험기간 중 “특정외모상해”로 진단확정되고, “특정외모상해”의 직접적인 치료를 목적으로 수술을 받았을 경우 ※ 다만, 연간 1회에 한함",30만원 (수술 1회당),"1,000만원","1,100 원",710 원,,,,,"■필수기재사항 1. 가입나이 : 20 ~ 60세 2. 보험기간 : 1년 3. 납입기간 : 전기납 ■선택기재사항 1. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 1년만기, 전기납, 월납",,월납,file_15.xls
교보생명,교보상해보험 [D](무배당)[만기환급형(100%)] (월납),주계약,재해사망보험금,피보험자가 보험기간 중 발생한 재해로 사망하였을 경우,보험가입금액의 500%,"1,000만원","12,708 원","6,878 원",,,,,"■필수기재사항 1. 가입나이 : 19 ~ 60세 2. 보험기간 : 20년 3. 보험료 예시기준 : 만기환급형(100%), 보험가입금액 1,000만원, 40세, 20년만기, 20년납, 월납, 비위험직 ■선택기재사항 1. 납입기간 : 5년, 10년, 15년, 20년 2. 납입방법 : 월납 / 연납",,월납,file_15.xls
교보생명,교보상해보험 [D](무배당)[만기환급형(100%)] (월납),주계약,만기환급금,만기환급형의 경우 보험기간이 끝날 때까지 피보험자가 살아 있을 경우,이미 납입한 주계약 보험료의 100%,"1,000만원","12,708 원","6,878 원",,,,,"■필수기재사항 1. 가입나이 : 19 ~ 60세 2. 보험기간 : 20년 3. 보험료 예시기준 : 만기환급형(100%), 보험가입금액 1,000만원, 40세, 20년만기, 20년납, 월납, 비위험직 ■선택기재사항 1. 납입기간 : 5년, 10년, 15년, 20년 2. 납입방법 : 월납 / 연납",,월납,file_15.xls
교보생명,교보상해보험 [D](무배당)[만기환급형(100%)] (월납),특약,(무)교보재해수술특약,피보험자가 이 특약의 보험기간 중 재해를 직접 적인 원인으로 수술을 받았을 경우,수술1회당 10만원,"1,000만원",16 원,11 원,,,,,"■필수기재사항 1. 가입나이 : 19 ~ 60세 2. 보험기간 : 20년 3. 보험료 예시기준 : 만기환급형(100%), 보험가입금액 1,000만원, 40세, 20년만기, 20년납, 월납, 비위험직 ■선택기재사항 1. 납입기간 : 5년, 10년, 15년, 20년 2. 납입방법 : 월납 / 연납",,월납,file_15.xls
교보생명,교보상해보험 [D](무배당)[만기환급형(100%)] (월납),특약,(무)재해상해특약(1형),피보험자가 이 특약의 보험기간 중 발생한 재해로 약관 장해분류표에서 정한 각 장해지급률에 해당하 는 장해상태가 되었을 경우,특약보험가입금액의 100% ×해당 장해지급률,"1,000만원",40 원,22 원,,,,,"■필수기재사항 1. 가입나이 : 19 ~ 60세 2. 보험기간 : 20년 3. 보험료 예시기준 : 만기환급형(100%), 보험가입금액 1,000만원, 40세, 20년만기, 20년납, 월납, 비위험직 ■선택기재사항 1. 납입기간 : 5년, 10년, 15년, 20년 2. 납입방법 : 월납 / 연납",,월납,file_15.xls
교보생명,교보상해보험 [D](무배당)[만기환급형(100%)] (월납),특약,(무)재해입원특약Ⅱ,피보험자가 이 특약의 보험기간 중 재해로 인한 직접적인 치료를 목적으로 1일 이상 입원하였을 때,입원일수 1일당 1만원 (1회 입원당 지급일수 120일 한도),"1,000만원",54 원,51 원,,,,,"■필수기재사항 1. 가입나이 : 19 ~ 60세 2. 보험기간 : 20년 3. 보험료 예시기준 : 만기환급형(100%), 보험가입금액 1,000만원, 40세, 20년만기, 20년납, 월납, 비위험직 ■선택기재사항 1. 납입기간 : 5년, 10년, 15년, 20년 2. 납입방법 : 월납 / 연납",,월납,file_15.xls
교보생명,교보상해보험 [D](무배당)[만기환급형(100%)] (월납),특약,(무)교보깁스치료(부목제외)특약,피보험자가 이 특약의 보험기간 중 질병 또는 재해로 “깁스(Cast)치료”를 받았을 경우(발생 1회당),깁스치료 1회당 10만원,"1,000만원",6 원,8 원,,,,,"■필수기재사항 1. 가입나이 : 19 ~ 60세 2. 보험기간 : 20년 3. 보험료 예시기준 : 만기환급형(100%), 보험가입금액 1,000만원, 40세, 20년만기, 20년납, 월납, 비위험직 ■선택기재사항 1. 납입기간 : 5년, 10년, 15년, 20년 2. 납입방법 : 월납 / 연납",,월납,file_15.xls
교보생명,교보상해보험 [D](무배당)[순수보장형] (월납),주계약,재해사망보험금,피보험자가 보험기간 중 발생한 재해로 사망하였을 경우,보험가입금액의 500%,"1,000만원",129 원,44 원,,,,,"■필수기재사항 1. 가입나이 : 19 ~ 60세 2. 보험기간 : 20년 3. 보험료 예시기준 : 순수보장형, 보험가입금액 1,000만원, 40세, 20년만기, 20년납, 월납, 비위험직 ■선택기재사항 1. 납입기간 : 5년, 10년, 15년, 20년 2. 납입방법 : 월납 / 연납",,월납,file_15.xls
교보생명,교보상해보험 [D](무배당)[순수보장형] (월납),특약,(무)교보재해수술특약,피보험자가 이 특약의 보험기간 중 재해를 직접적인 원인으로 수술을 받았을 경우,수술1회당 10만원,"1,000만원",16 원,11 원,,,,,"■필수기재사항 1. 가입나이 : 19 ~ 60세 2. 보험기간 : 20년 3. 보험료 예시기준 : 순수보장형, 보험가입금액 1,000만원, 40세, 20년만기, 20년납, 월납, 비위험직 ■선택기재사항 1. 납입기간 : 5년, 10년, 15년, 20년 2. 납입방법 : 월납 / 연납",,월납,file_15.xls
교보생명,교보상해보험 [D](무배당)[순수보장형] (월납),특약,(무)재해상해특약(1형),피보험자가 이 특약의 보험기간 중 발생한 재해로 약관 장해분류표에서 정한 각 장해지급률에 해당하는 장해상태가 되었을 경우,특약보험가입금액의100%×해당 장해지급률,"1,000만원",40 원,22 원,,,,,"■필수기재사항 1. 가입나이 : 19 ~ 60세 2. 보험기간 : 20년 3. 보험료 예시기준 : 순수보장형, 보험가입금액 1,000만원, 40세, 20년만기, 20년납, 월납, 비위험직 ■선택기재사항 1. 납입기간 : 5년, 10년, 15년, 20년 2. 납입방법 : 월납 / 연납",,월납,file_15.xls
교보생명,교보상해보험 [D](무배당)[순수보장형] (월납),특약,(무)재해입원특약Ⅱ,피보험자가 이 특약의 보험기간 중 재해로 인한 직접적인 치료를 목적으로 1일 이상 입원하였을 때,입원일수 1일당 1만원 (1회 입원당 지급일수 120일 한도),"1,000만원",54 원,51 원,,,,,"■필수기재사항 1. 가입나이 : 19 ~ 60세 2. 보험기간 : 20년 3. 보험료 예시기준 : 순수보장형, 보험가입금액 1,000만원, 40세, 20년만기, 20년납, 월납, 비위험직 ■선택기재사항 1. 납입기간 : 5년, 10년, 15년, 20년 2. 납입방법 : 월납 / 연납",,월납,file_15.xls
교보생명,교보상해보험 [D](무배당)[순수보장형] (월납),특약,(무)교보깁스치료(부목제외)특약,피보험자가 이 특약의 보험기간 중 질병 또는 재해로 “깁스(Cast)치료”를 받았을 경우(발생 1회당),깁스치료1회당10만원,"1,000만원",6 원,8 원,,,,,"■필수기재사항 1. 가입나이 : 19 ~ 60세 2. 보험기간 : 20년 3. 보험료 예시기준 : 순수보장형, 보험가입금액 1,000만원, 40세, 20년만기, 20년납, 월납, 비위험직 ■선택기재사항 1. 납입기간 : 5년, 10년, 15년, 20년 2. 납입방법 : 월납 / 연납",,월납,file_15.xls
iM라이프,iM 프리미엄안심보험 무배당 2603 3종(상해보장형) 2형(일반형) (월납),주계약,재해사망보험금,피보험자가 보험기간 중 재해로 사망하였을 때,7억 5천만원,"3,000만원 원","137,125 원","60,225 원",,,,,"1. 가입나이 : 만15세 ~ 최고 75세 2. 보험기간 : 100세/110세만기 3. 납입기간 : 5/7/10/15/20년납 4. 보험료 및 보험가격지수 예시 기준 : 3종(상해보장형), 40세, 100세 만기, 20년납, 월납, 가입금액 3천만원 기준 5. 적용이율: 10년이내 연복리 2.75%, 10년초과 연복리 1.25%",,월납,file_15.xls
iM라이프,iM 프리미엄안심보험 무배당 2603 3종(상해보장형) 2형(일반형) (월납),주계약,고도장해보험금,피보험자가 보험기간 중 발생한 동일한 재해 또는 재해 이외의 동일한 원인으로 장해분류표에서 정한 기준에 따른 여러 신체부위의 장해지급률을 더하여 80%이상인 장해상태가 되었을 때(최초 1회에 한함),"9억원(다만, 계약일로부터 1년 미만에 재해 이외의 동일한 원인으로 80%이상인 장해상태가 되었을 때 50% 지급)","3,000만원 원","137,125 원","60,225 원",,,,,"1. 가입나이 : 만15세 ~ 최고 75세 2. 보험기간 : 100세/110세만기 3. 납입기간 : 5/7/10/15/20년납 4. 보험료 및 보험가격지수 예시 기준 : 3종(상해보장형), 40세, 100세 만기, 20년납, 월납, 가입금액 3천만원 기준 5. 적용이율: 10년이내 연복리 2.75%, 10년초과 연복리 1.25%",,월납,file_15.xls
