보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,source_file,file_type,sub_type,원본_열_0,원본_열_1,원본_열_2,원본_열_3,원본_열_4,원본_열_5,원본_열_6,원본_열_7,원본_열_8,원본_열_9,원본_열_10,원본_열_11,원본_열_12,원본_열_13,원본_열_14,원본_열_15,원본_열_16,원본_열_17,원본_열_18,원본_열_19,원본_열_20,원본_열_21,원본_열_22,원본_열_23,원본_열_24,원본_열_25,원본_열_26,원본_열_27,원본_열_28,원본_열_29
미래에셋생명,미래에셋생명 헤리티지 정기보험 무배당 [일반가입형/순수보장형],주계약,사망보험금,피보험자가 보험기간 중 사망한 경우,"보험가입금액 ([간편고지형]의 경우, 계약일로부터 2년 미만에 재해 이외의 원인으로 지급사유가 발생한 경우에는 ‘보험가입금액의 50%’ 지급)","10,000만원",100000  원,"47,000  원",,,,,,,file_11.xls,html,term_pure,미래에셋생명,미래에셋생명 헤리티지 정기보험 무배당 [일반가입형/순수보장형],주계약,사망보험금,피보험자가 보험기간 중 사망한 경우,"보험가입금액 ([간편고지형]의 경우, 계약일로부터 2년 미만에 재해 이외의 원인으로 지급사유가 발생한 경우에는 ‘보험가입금액의 50%’ 지급)","10,000만원",100000  원,"47,000  원",2.00 %,-,-,114.9 %,113.5 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,대면채널  기타,2026-01-01,"1. 보험기간 : 80세만기, 90세만기 2. 보험종류 : [일반가입형/순수보장형], [일반가입형/만기환급형], [간편고지형/순수보장형], [간편고지형/만기환급형] 3. 가입나이 : [일반가입형] 만15세 ~ 70세 / [간편고지형] 30세 ~ 70세 4. 납입기간 : [순수보장형] 10년납, 15년납, 20년납, 전기납 / [만기환급형] 10년납, 15년납, 20년납 5. 납입주기 : 월납 6. 보험가격지수 산출기준 : [일반가입형/순수보장형], 가입금액 1 억원, 40세, 80세만기, 20년납, 월납 7. 보험료 산출기준 : [일반가입형/순수보장형], 가입금액 1 억원, 40세, 80세만기, 20년납, 월납 8. 특약보험료 산출기준 : 20년만기, 전기납, 월납 9. 특이사항 : 「미래에셋생명 헤리티지 정기보험 무배당」은 사망을 보장하는 정기보험 상품입니다.",1588-0220
미래에셋생명,미래에셋생명 헤리티지 정기보험 무배당 [일반가입형/순수보장형],특약,정기사망특약(갱신형) 무배당,피보험자가 이 특약의 보험기간 중 사망한 경우,이 특약 보험가입금액의 100%,"1,000만원",1520  원,930  원,,,,,,,file_11.xls,html,term_pure,미래에셋생명,미래에셋생명 헤리티지 정기보험 무배당 [일반가입형/순수보장형],특약,정기사망특약(갱신형) 무배당,피보험자가 이 특약의 보험기간 중 사망한 경우,이 특약 보험가입금액의 100%,"1,000만원",1520  원,930  원,2.00 %,-,-,114.9 %,113.5 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,대면채널  기타,2026-01-01,"1. 보험기간 : 80세만기, 90세만기 2. 보험종류 : [일반가입형/순수보장형], [일반가입형/만기환급형], [간편고지형/순수보장형], [간편고지형/만기환급형] 3. 가입나이 : [일반가입형] 만15세 ~ 70세 / [간편고지형] 30세 ~ 70세 4. 납입기간 : [순수보장형] 10년납, 15년납, 20년납, 전기납 / [만기환급형] 10년납, 15년납, 20년납 5. 납입주기 : 월납 6. 보험가격지수 산출기준 : [일반가입형/순수보장형], 가입금액 1 억원, 40세, 80세만기, 20년납, 월납 7. 보험료 산출기준 : [일반가입형/순수보장형], 가입금액 1 억원, 40세, 80세만기, 20년납, 월납 8. 특약보험료 산출기준 : 20년만기, 전기납, 월납 9. 특이사항 : 「미래에셋생명 헤리티지 정기보험 무배당」은 사망을 보장하는 정기보험 상품입니다.",1588-0220
미래에셋생명,미래에셋생명 헤리티지 정기보험 무배당 [일반가입형/순수보장형],특약,납입면제특약W 무배당 [50%장해 납입면제형] (일반가입형),피보험자가 이 특약의 보험기간 중 발생한 동일한 재해 또는 재해 이외의 동일한 원인으로 장해분류표 중 여러 신체부위의 장해지급률을 더하여 50% 이상인 장해상태가 된 경우,"주계약, 주계약에 부가된 특약 및 이 특약의 다음 회 이후의 보험료 납입면제",0만원,318  원,52  원,,,,,,,file_11.xls,html,term_pure,미래에셋생명,미래에셋생명 헤리티지 정기보험 무배당 [일반가입형/순수보장형],특약,납입면제특약W 무배당 [50%장해 납입면제형] (일반가입형),피보험자가 이 특약의 보험기간 중 발생한 동일한 재해 또는 재해 이외의 동일한 원인으로 장해분류표 중 여러 신체부위의 장해지급률을 더하여 50% 이상인 장해상태가 된 경우,"주계약, 주계약에 부가된 특약 및 이 특약의 다음 회 이후의 보험료 납입면제",0만원,318  원,52  원,2.00 %,-,-,114.9 %,113.5 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,대면채널  기타,2026-01-01,"1. 보험기간 : 80세만기, 90세만기 2. 보험종류 : [일반가입형/순수보장형], [일반가입형/만기환급형], [간편고지형/순수보장형], [간편고지형/만기환급형] 3. 가입나이 : [일반가입형] 만15세 ~ 70세 / [간편고지형] 30세 ~ 70세 4. 납입기간 : [순수보장형] 10년납, 15년납, 20년납, 전기납 / [만기환급형] 10년납, 15년납, 20년납 5. 납입주기 : 월납 6. 보험가격지수 산출기준 : [일반가입형/순수보장형], 가입금액 1 억원, 40세, 80세만기, 20년납, 월납 7. 보험료 산출기준 : [일반가입형/순수보장형], 가입금액 1 억원, 40세, 80세만기, 20년납, 월납 8. 특약보험료 산출기준 : 20년만기, 전기납, 월납 9. 특이사항 : 「미래에셋생명 헤리티지 정기보험 무배당」은 사망을 보장하는 정기보험 상품입니다.",1588-0220
미래에셋생명,미래에셋생명 헤리티지 정기보험 무배당 [일반가입형/순수보장형],특약,재해사망특약(갱신형) 무배당,피보험자가 이 특약의 보험기간 중 발생한 재해를 직접적인 원인으로 사망한 경우,이 특약 보험가입금액의 100%,"10,000만원",1700  원,500  원,,,,,,,file_11.xls,html,term_pure,미래에셋생명,미래에셋생명 헤리티지 정기보험 무배당 [일반가입형/순수보장형],특약,재해사망특약(갱신형) 무배당,피보험자가 이 특약의 보험기간 중 발생한 재해를 직접적인 원인으로 사망한 경우,이 특약 보험가입금액의 100%,"10,000만원",1700  원,500  원,2.00 %,-,-,114.9 %,113.5 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,대면채널  기타,2026-01-01,"1. 보험기간 : 80세만기, 90세만기 2. 보험종류 : [일반가입형/순수보장형], [일반가입형/만기환급형], [간편고지형/순수보장형], [간편고지형/만기환급형] 3. 가입나이 : [일반가입형] 만15세 ~ 70세 / [간편고지형] 30세 ~ 70세 4. 납입기간 : [순수보장형] 10년납, 15년납, 20년납, 전기납 / [만기환급형] 10년납, 15년납, 20년납 5. 납입주기 : 월납 6. 보험가격지수 산출기준 : [일반가입형/순수보장형], 가입금액 1 억원, 40세, 80세만기, 20년납, 월납 7. 보험료 산출기준 : [일반가입형/순수보장형], 가입금액 1 억원, 40세, 80세만기, 20년납, 월납 8. 특약보험료 산출기준 : 20년만기, 전기납, 월납 9. 특이사항 : 「미래에셋생명 헤리티지 정기보험 무배당」은 사망을 보장하는 정기보험 상품입니다.",1588-0220
KDB생명,CEO 프리미엄 정기보험(간편심사)(10%체증형)(무),주계약,사망보험금,보험기간 중 피보험자가 사망하였을 때,"계약일~계약일로부터 10년이 되는 계약해당일의 전일: 10,000만원(다만, 계약일부터 2년이 되는 계약해당일 전일 이전에 재해 이외의 원인으로 사망할 경우 50% 삭감), 계약일로부터 10년이 되는 계약해당일 이후: 10,000만원 + 매년 1,000만원씩 체증한 금액, 계약일부터 40년이 되는 계약해당일 이후: 40,000만원","10,000만원",519000  원,"404,000  원",,,,,,,file_11.xls,html,term_ceo,KDB생명,CEO 프리미엄 정기보험(간편심사)(10%체증형)(무),주계약,사망보험금,보험기간 중 피보험자가 사망하였을 때,"계약일~계약일로부터 10년이 되는 계약해당일의 전일: 10,000만원(다만, 계약일부터 2년이 되는 계약해당일 전일 이전에 재해 이외의 원인으로 사망할 경우 50% 삭감), 계약일로부터 10년이 되는 계약해당일 이후: 10,000만원 + 매년 1,000만원씩 체증한 금액, 계약일부터 40년이 되는 계약해당일 이후: 40,000만원","10,000만원",519000  원,"404,000  원",1.75 %,-,-,105 %,104.1 %,-,-,-,-,체증형,순수보장,-,-,-,-,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 보험종목: 일반(기본형, 10%체증형), 간편심사(기본형, 10%체증형) 2. 가입나이  -. 일반(기본형, 10%체증형): 20세 ~ 최대 75세  -. 간편심사(기본형, 10%체증형): 30세 ~ 최대 75세 3. 보험기간: 90세만기 4. 보험료 납입기간: 전기납 5. 적용이율: 계약 후 10년이하 연복리 1.75%, 10년초과 연복리 1.0% 6. 보험료 예시기준: 간편심사, 10%체증형, 40세, 주계약 보험가입금액 1억원, 90세만기, 전기납, 월납 7. 보험가격지수 예시기준: 간편심사, 10%체증형, 40세, 주계약 보험가입금액 1억원, 90세만기, 전기납, 월납",1588-4040
KDB생명,CEO 프리미엄 정기보험(간편심사)(기본형)(무),주계약,사망보험금,보험기간 중 피보험자가 사망하였을 때,"계약일~계약일로부터 10년이 되는 계약해당일의 전일: 10,000만원(다만, 계약일부터 2년이 되는 계약해당일 전일 이전에 재해 이외의 원인으로 사망할 경우 50% 삭감), 계약일로부터 10년이 되는 계약해당일 이후: 10,000만원","10,000만원",157000  원,"118,000  원",,,,,,,file_11.xls,html,term_ceo,KDB생명,CEO 프리미엄 정기보험(간편심사)(기본형)(무),주계약,사망보험금,보험기간 중 피보험자가 사망하였을 때,"계약일~계약일로부터 10년이 되는 계약해당일의 전일: 10,000만원(다만, 계약일부터 2년이 되는 계약해당일 전일 이전에 재해 이외의 원인으로 사망할 경우 50% 삭감), 계약일로부터 10년이 되는 계약해당일 이후: 10,000만원","10,000만원",157000  원,"118,000  원",1.75 %,-,-,106.4 %,106.9 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 보험종목: 일반(기본형, 10%체증형), 간편심사(기본형, 10%체증형) 2. 가입나이  -. 일반(기본형, 10%체증형): 20세 ~ 최대 75세  -. 간편심사(기본형, 10%체증형): 30세 ~ 최대 75세 3. 보험기간: 90세만기 4. 보험료 납입기간: 전기납 5. 적용이율: 계약 후 10년이하 연복리 1.75%, 10년초과 연복리 1.0% 6. 보험료 예시기준: 간편심사, 기본형, 40세, 주계약 보험가입금액 1억원, 90세만기, 전기납, 월납 7. 보험가격지수 예시기준: 간편심사, 기본형, 40세, 주계약 보험가입금액 1억원, 90세만기, 전기납, 월납",1588-4040
DB생명,(무)e로운 장해Plus정기보험(2601),주계약,사망보험금,피보험자가 보험기간 중 사망한 경우,"10,000만원","10,000만원",18400  원,"9,600  원",,,,,,,file_11.xls,html,term_pure,DB생명,(무)e로운 장해Plus정기보험(2601),주계약,사망보험금,피보험자가 보험기간 중 사망한 경우,"10,000만원","10,000만원",18400  원,"9,600  원",2.75 %,-,-,100.6 %,92.0 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,CM,2026-01-01,"1. 보험기간: 10년, 20년만기, 60세, 65세, 70세, 80세만기 2. 납입기간: 10년, 20년납, 전기납 3. 가입연령 : 만19세 ~ 최고60세 *보험기간, 납입기간별로 가입나이는 차이가 있을 수 있습니다. 4. 보험료 및 보험가격지수 예시 기준  - 주계약  - 보험기간 : 20년만기  - 납입기간 : 전기납  - 납입주기 : 월납  - 가입금액 : 10,000만원 ※ 기타 자세한 사항은 상품요약서 참조",1588-3131
DB생명,(무)e로운 장해Plus정기보험(2601),주계약,질병 및 재해장해 급여금,피보험자가 보험기간 중 동일한 질병 또는 재해를 직접적인 원인으로 인하여 장해분류표(별표3 참조)에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해상태가 되었을 때,"1,000만원 × 해당 장해지급률","10,000만원",18400  원,"9,600  원",,,,,,,file_11.xls,html,term_pure,DB생명,(무)e로운 장해Plus정기보험(2601),주계약,질병 및 재해장해 급여금,피보험자가 보험기간 중 동일한 질병 또는 재해를 직접적인 원인으로 인하여 장해분류표(별표3 참조)에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해상태가 되었을 때,"1,000만원 × 해당 장해지급률","10,000만원",18400  원,"9,600  원",2.75 %,-,-,100.6 %,92.0 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,CM,2026-01-01,"1. 보험기간: 10년, 20년만기, 60세, 65세, 70세, 80세만기 2. 납입기간: 10년, 20년납, 전기납 3. 가입연령 : 만19세 ~ 최고60세 *보험기간, 납입기간별로 가입나이는 차이가 있을 수 있습니다. 4. 보험료 및 보험가격지수 예시 기준  - 주계약  - 보험기간 : 20년만기  - 납입기간 : 전기납  - 납입주기 : 월납  - 가입금액 : 10,000만원 ※ 기타 자세한 사항은 상품요약서 참조",1588-3131
DB생명,(무) 간편한 경영인 정기보험(해약환급금 일부지급형)(2601)(2형:10%체증형),주계약,사망보험금,"피보험자가 보험기간 중 사망한 경우[계약일부터 10년 경과 계약해당일의 전일까지는 가입금액(다만, 보험계약일부터 2년 미만에 재해 이외의 원인으로 지급사유가 발생한 경우 가입금액의 50%), 계약일로부터 10년경과 계약해당일에서 보험만기까지는 가입금액+매년 10%씩 체증한 금액]","10,000만원","10,000만원 원",613800  원,"470,700  원",,,,,,,file_11.xls,html,term_ceo,DB생명,(무) 간편한 경영인 정기보험(해약환급금 일부지급형)(2601)(2형:10%체증형),주계약,사망보험금,"피보험자가 보험기간 중 사망한 경우[계약일부터 10년 경과 계약해당일의 전일까지는 가입금액(다만, 보험계약일부터 2년 미만에 재해 이외의 원인으로 지급사유가 발생한 경우 가입금액의 50%), 계약일로부터 10년경과 계약해당일에서 보험만기까지는 가입금액+매년 10%씩 체증한 금액]","10,000만원","10,000만원 원",613800  원,"470,700  원",2.50 %,-,-,168.8 %,190.1 %,-,-,-,-,체증형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 보험기간 - 1형,2형: 90세만기 2. 납입기간 : 전기납 3. 가입연령  - 남자 : 20세 ~ 최고70세  - 여자 : 24세 ~ 최고70세 4. 보험료 및 보험가격지수 예시 기준  - 상품형태 : 2형(10%체증형)  - 보험기간 : 90세만기  - 납입기간 : 전기납  - 납입주기 : 월납  - 가입나이 : 40세  - 가입금액 : 10,000만원 5. 이율이원화 : 계약일로부터 10년이내 연복리 2.5%, 계약일로부터 10년초과 연복리 1.0%",1588-3131
DB생명,(무) 간편한 경영인 정기보험(해약환급금 일부지급형)(2601)(1형:5%체증형),주계약,사망보험금,"피보험자가 보험기간 중 사망한 경우[계약일부터 10년 경과 계약해당일의 전일까지는 가입금액(다만, 보험계약일부터 2년 미만에 재해 이외의 원인으로 지급사유가 발생한 경우 가입금액의 50%), 계약일로부터 10년경과 계약해당일에서 보험만기까지는 가입금액+매년 5%씩 체증한 금액]","10,000만원","10,000만원 원",390400  원,"293,500  원",,,,,,,file_11.xls,html,term_ceo,DB생명,(무) 간편한 경영인 정기보험(해약환급금 일부지급형)(2601)(1형:5%체증형),주계약,사망보험금,"피보험자가 보험기간 중 사망한 경우[계약일부터 10년 경과 계약해당일의 전일까지는 가입금액(다만, 보험계약일부터 2년 미만에 재해 이외의 원인으로 지급사유가 발생한 경우 가입금액의 50%), 계약일로부터 10년경과 계약해당일에서 보험만기까지는 가입금액+매년 5%씩 체증한 금액]","10,000만원","10,000만원 원",390400  원,"293,500  원",2.50 %,-,-,169.2 %,189.7 %,-,-,-,-,체증형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 보험기간 - 1형,2형: 90세만기 2. 납입기간 : 전기납 3. 가입연령  - 남자 : 20세 ~ 최고70세  - 여자 : 25세 ~ 최고70세 4. 보험료 및 보험가격지수 예시 기준  - 상품형태 : 1형(5%체증형)  - 보험기간 : 90세만기  - 납입기간 : 전기납  - 납입주기 : 월납  - 가입나이 : 40세  - 가입금액 : 10,000만원 5. 이율이원화 : 계약일로부터 10년이내 연복리 2.5%, 계약일로부터 10년초과 연복리 1.0%",1588-3131
DB생명,(무) 경영인 정기보험(해약환급금 일부지급형)(2601)(2형:10%체증형),주계약,사망보험금,"피보험자가 보험기간 중 사망한 경우[계약일부터 10년 경과 계약해당일의 전일까지는 가입금액, 계약일로부터 10년경과 계약해당일에서 보험만기까지는 가입금액+매년 10%씩 체증한 금액]","10,000만원","10,000만원 원",456900  원,"320,900  원",,,,,,,file_11.xls,html,term_ceo,DB생명,(무) 경영인 정기보험(해약환급금 일부지급형)(2601)(2형:10%체증형),주계약,사망보험금,"피보험자가 보험기간 중 사망한 경우[계약일부터 10년 경과 계약해당일의 전일까지는 가입금액, 계약일로부터 10년경과 계약해당일에서 보험만기까지는 가입금액+매년 10%씩 체증한 금액]","10,000만원","10,000만원 원",456900  원,"320,900  원",2.50 %,-,-,122.4 %,126.7 %,-,-,-,-,체증형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 보험기간 - 1형,2형 : 90세만기 2. 납입기간 : 전기납 3. 가입연령  - 남자: 20세 ~ 최고70세  - 여자: 26세 ~ 최고70세 4. 보험료 및 보험가격지수 예시 기준  - 상품형태 : 2형(10%체증형)  - 보험기간 : 90세만기  - 납입기간 : 전기납  - 납입주기 : 월납  - 가입나이 : 40세  - 가입금액 : 10,000만원 5. 이율이원화 : 계약일로부터 10년이내 연복리 2.5%, 계약일로부터 10년초과 연복리 1.0%",1588-3131
DB생명,(무) 경영인 정기보험(해약환급금 일부지급형)(2601)(1형:5%체증형),주계약,사망보험금,"피보험자가 보험기간 중 사망한 경우[계약일부터 10년 경과 계약해당일의 전일까지는 가입금액, 계약일로부터 10년경과 계약해당일에서 보험만기까지는 가입금액+매년 5%씩 체증한 금액]","10,000만원","10,000만원 원",288000  원,"199,400  원",,,,,,,file_11.xls,html,term_ceo,DB생명,(무) 경영인 정기보험(해약환급금 일부지급형)(2601)(1형:5%체증형),주계약,사망보험금,"피보험자가 보험기간 중 사망한 경우[계약일부터 10년 경과 계약해당일의 전일까지는 가입금액, 계약일로부터 10년경과 계약해당일에서 보험만기까지는 가입금액+매년 5%씩 체증한 금액]","10,000만원","10,000만원 원",288000  원,"199,400  원",2.50 %,-,-,121.6 %,125.9 %,-,-,-,-,체증형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 보험기간 - 1형,2형: 90세만기 2. 납입기간 : 전기납 3. 가입연령  - 남자 : 21세 ~ 최고70세  - 여자 : 26세 ~ 최고70세 4. 보험료 및 보험가격지수 예시 기준  - 상품형태 : 1형(5%체증형)  - 보험기간 : 90세만기  - 납입기간 : 전기납  - 납입주기 : 월납  - 가입나이 : 40세  - 가입금액 : 10,000만원 5. 이율이원화 : 계약일로부터 10년이내 연복리 2.5%, 계약일로부터 10년초과 연복리 1.0%",1588-3131
동양생명,(무)우리WON하는VIP플러스정기보험,주계약,사망보험금,사망하였을 경우,보험가입금액,"10,000만원",33200  원,"21,200  원",,,,,,,file_11.xls,html,term_pure,동양생명,(무)우리WON하는VIP플러스정기보험,주계약,사망보험금,사망하였을 경우,보험가입금액,"10,000만원",33200  원,"21,200  원",2.90 %,-,-,181.6 %,211.3 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,대면채널  TM  기타,2026-01-01,"1. 가입나이: 만15세 ~ 최고70세(단, 납입기간별, 성별 차등적용) 2. 보험기간: 20년, 70·80·90·100세만기 3. 상품형태: 일반심사형, 간편심사형 4. 보험료 예시기준: 가입금액 1억원, 일반심사형, 표준체, 40세, 20년만기, 전기납, 월납, 고액할인적용 5. 보험가격지수 예시기준: 가입금액 1억원, 일반심사형, 표준체, 40세, 20년만기, 전기납, 월납",1577-1004
메트라이프생명,무배당 The Classic 경영인정기보험(저해약환급금형),주계약,사망보험금,피보험자가 기본보험기간 중 사망한 경우,"계약일부터 10년 경과 계약해당일 전일까지 : 보험가입금액, 10년 경과 계약해당일 이후 : 10년 경과 계약해당일부터 사망할 때까지 매년 보험가입금액의 10%씩 정액 체증하여 계산한 금액","10,000만원",367000  원,"269,000  원",,,,,,,file_11.xls,html,term_ceo,메트라이프생명,무배당 The Classic 경영인정기보험(저해약환급금형),주계약,사망보험금,피보험자가 기본보험기간 중 사망한 경우,"계약일부터 10년 경과 계약해당일 전일까지 : 보험가입금액, 10년 경과 계약해당일 이후 : 10년 경과 계약해당일부터 사망할 때까지 매년 보험가입금액의 10%씩 정액 체증하여 계산한 금액","10,000만원",367000  원,"269,000  원",2.50 %,-,-,99.9 %,107.6 %,-,-,-,-,체증형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 20~70세(상품유형 및 성별에 따라 상이) 2. 보험가입금액 : 5천만원 이상 3. 보험종류 및 보험금 : 무배당 The Classic 경영인정기보험(저해약환급금형) 4. 특이사항 - 90세만기  - 확정이율 : 10년 이내 연복리 2.50%, 10년 이후 연복리 1.00% 5. 보험료예시기준: 가입나이 40세 / 90세 만기 / 납입기간 90세납, 월납 / 가입금액 1억원 / 일반가입형 6. 보험가격지수 기준 : 90세 만기, 전기납, 월납, 40세, 일반가입형, 가입금액 1억원 기준",1588-9600
메트라이프생명,무배당 간편가입 The Classic 경영인정기보험(저해약환급금형),주계약,사망보험금,피보험자가 기본보험기간 중 사망한 경우,"계약일부터 10년 경과 계약해당일 전일까지 : 보험가입금액 (다만 계약일로부터 2년 미만에 재해 이외의 원인으로 사망 시 보험가입금액의 50% 지급), 10년 경과 계약해당일 이후 : 10년 경과 계약해당일부터 사망할 때까지 매년 보험가입금액의 10%씩 정액 체증하여 계산한 금액","10,000만원",440000  원,"329,000  원",,,,,,,file_11.xls,html,term_ceo,메트라이프생명,무배당 간편가입 The Classic 경영인정기보험(저해약환급금형),주계약,사망보험금,피보험자가 기본보험기간 중 사망한 경우,"계약일부터 10년 경과 계약해당일 전일까지 : 보험가입금액 (다만 계약일로부터 2년 미만에 재해 이외의 원인으로 사망 시 보험가입금액의 50% 지급), 10년 경과 계약해당일 이후 : 10년 경과 계약해당일부터 사망할 때까지 매년 보험가입금액의 10%씩 정액 체증하여 계산한 금액","10,000만원",440000  원,"329,000  원",2.50 %,-,-,119.8 %,131.6 %,-,-,-,-,체증형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 30~75세(상품유형 및 성별에 따라 상이) 2. 보험가입금액 : 5천만원 이상 3. 보험종류 및 보험금 : 무배당 간편가입 The Classic 경영인정기보험(저해약환급금형) 4. 특이사항 - 90세만기  - 확정이율 : 10년 이내 연복리 2.50%, 10년 이후 연복리 1.00% 5. 보험료예시기준: 가입나이 40세 / 90세 만기 / 납입기간 90세납, 월납 / 가입금액 1억원 / 간편가입형 6. 보험가격지수 기준 : 90세 만기, 전기납, 월납, 40세, 간편가입형, 가입금액 1억원 기준",1588-9600
메트라이프생명,무배당 The Classic 달러경영인정기보험(저해약환급금형),주계약,사망 보험금,피보험자가 기본보험기간 중 사망한 경우,"계약일부터 10년 경과 계약해당일 전일까지 : 보험가입금액, 10년 경과 계약해당일 이후 : 10년 경과 계약해당일부터 사망할 때까지 매년 보험가입금액의 10%씩 정액 체증하여 계산한 금액",10만달러 USD,368  USD,269  USD,,,,,,,file_11.xls,html,term_ceo,메트라이프생명,무배당 The Classic 달러경영인정기보험(저해약환급금형),주계약,사망 보험금,피보험자가 기본보험기간 중 사망한 경우,"계약일부터 10년 경과 계약해당일 전일까지 : 보험가입금액, 10년 경과 계약해당일 이후 : 10년 경과 계약해당일부터 사망할 때까지 매년 보험가입금액의 10%씩 정액 체증하여 계산한 금액",10만달러 USD,368  USD,269  USD,3.75 %,-,-,100.2 %,107.6 %,-,-,-,-,체증형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 20~70세(상품유형 및 성별에 따라 상이) 2. 보험가입금액 : 5만 달러 이상 3. 보험종류 및 보험금 : 무배당 The Classic 달러경영인정기보험(저해약환급금형) 4. 특이사항 - 90세만기  - 확정이율 : 10년 이내 연복리 3.75%, 10년 이후 연복리 1.00% 5. 보험료예시기준: 가입나이 40세 / 90세 만기 / 납입기간 90세납, 월납 / 가입금액 10만 달러 / 일반가입형 6. 보험가격지수 기준 : 90세 만기, 전기납, 월납, 40세, 일반가입형, 가입금액 10만 달러 기준",1588-9600
메트라이프생명,무배당 간편가입 The Classic 달러경영인정기보험(저해약환급금형),주계약,사망 보험금,피보험자가 기본보험기간 중 사망한 경우,"계약일부터 10년 경과 계약해당일 전일까지 : 보험가입금액 (다만 계약일로부터 2년 미만에 재해 이외의 원인으로 사망 시 보험가입금액의 50% 지급), 10년 경과 계약해당일 이후 : 10년 경과 계약해당일부터 사망할 때까지 매년 보험가입금액의 10%씩 정액 체증하여 계산한 금액 : 보험가입금액, 10년 경과 계약해당일 이후 : 10년 경과 계약해당일부터 사망할 때까지 매년 보험가입금액의 10%씩 정액 체증하여 계산한 금액",10만달러 USD,445  USD,333  USD,,,,,,,file_11.xls,html,term_ceo,메트라이프생명,무배당 간편가입 The Classic 달러경영인정기보험(저해약환급금형),주계약,사망 보험금,피보험자가 기본보험기간 중 사망한 경우,"계약일부터 10년 경과 계약해당일 전일까지 : 보험가입금액 (다만 계약일로부터 2년 미만에 재해 이외의 원인으로 사망 시 보험가입금액의 50% 지급), 10년 경과 계약해당일 이후 : 10년 경과 계약해당일부터 사망할 때까지 매년 보험가입금액의 10%씩 정액 체증하여 계산한 금액 : 보험가입금액, 10년 경과 계약해당일 이후 : 10년 경과 계약해당일부터 사망할 때까지 매년 보험가입금액의 10%씩 정액 체증하여 계산한 금액",10만달러 USD,445  USD,333  USD,3.75 %,-,-,121.2 %,133.2 %,-,-,-,-,체증형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 30~75세(상품유형 및 성별에 따라 상이) 2. 보험가입금액 : 5만 달러 이상 3. 보험종류 및 보험금 : 무배당 간편가입 The Classic 달러경영인정기보험(저해약환급금형) 4. 특이사항 - 90세만기  - 확정이율 : 10년 이내 연복리 3.75%, 10년 이후 연복리 1.00% 5. 보험료예시기준: 가입나이 40세 / 90세 만기 / 납입기간 90세납, 월납 / 가입금액 10만 달러 / 간편가입형 6. 보험가격지수 기준 : 90세 만기, 전기납, 월납, 40세, 간편가입형, 가입금액 10만 달러 기준",1588-9600
메트라이프생명,무배당 더해주고채워주는정기보험,주계약,사망보험금,보험기간 중 피보험자가 사망하였을 경우,"10,000만원","10,000만원",25000  원,"18,000  원",,,,,,,file_11.xls,html,term_pure,메트라이프생명,무배당 더해주고채워주는정기보험,주계약,사망보험금,보험기간 중 피보험자가 사망하였을 경우,"10,000만원","10,000만원",25000  원,"18,000  원",2.30 %,-,-,141.3 %,195.6 %,-,-,-,-,기본형,순수보장,-,-,-,-,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이: 만15세~70세 2. 보험기간: 5년/10년/15년/20년/55세/60세/65세/70세/80세/90세만기 3. 보험가입금액: 천만원~ 10억원 4. 보험가격지수 예시기준 : 20년만기 20년납, 월납, 남자40세, 가입금액 1억 5. 보험료 예시기준  - 20년만기 전기납, 주계약(1억원), 특약(1천만원), 40세",1588-9600
