보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,남성보험료,여성보험료,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,source_file,원본_열_0,원본_열_1,원본_열_2,원본_열_3,원본_열_4,원본_열_5,원본_열_6,원본_열_7,원본_열_8,원본_열_9,원본_열_10,원본_열_11,원본_열_12,원본_열_13,원본_열_14,원본_열_15,원본_열_16,원본_열_17,원본_열_18,원본_열_19,원본_열_20,원본_열_21,원본_열_22,원본_열_23,원본_열_24,원본_열_25,원본_열_26,원본_열_27
메리츠화재,(무) 펫퍼민트 Cat&Family보험 다이렉트2604,(무) 펫퍼민트 Cat&Family보험 다이렉트2604,일반상해80%이상후유장해,상해로 장해지급률이 80%이상에 해당하는 장해상태가 되었을 때,1억원,"32,432","32,432 원",98 원,98 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,메리츠화재,(무) 펫퍼민트 Cat&Family보험 다이렉트2604,일반상해80%이상후유장해,상해로 장해지급률이 80%이상에 해당하는 장해상태가 되었을 때,1억원,"32,432","32,332",98.7,98.7,,,,,,,,,,,,,,,,,,
메리츠화재,(무) 펫퍼민트 Cat&Family보험 다이렉트2604,,펫퍼민트 반려묘 입원의료비보장,반려동물에게 질병 또는 상해가 발생하여 그 치료를 직접적인 목적으로 국내 동물병원에 입원하여 수의사에게 치료를 받은 때 피보험자가 부담한 치료비에서 자기부담금을 차감한 금액의 80% 지급한도액 내에서 보상,500만원 한도,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,펫퍼민트 반려묘 입원의료비보장,반려동물에게 질병 또는 상해가 발생하여 그 치료를 직접적인 목적으로 국내 동물병원에 입원하여 수의사에게 치료를 받은 때 피보험자가 부담한 치료비에서 자기부담금을 차감한 금액의 80% 지급한도액 내에서 보상,500만원 한도,,,,,,,,,,,,,,,,,,,,,,
메리츠화재,(무) 펫퍼민트 Cat&Family보험 다이렉트2604,,펫퍼민트 반려묘 통원의료비보장,반려동물에게 질병 또는 상해가 발생하여 그 치료를 직접적인 목적으로 국내 동물병원에 통원하여 수의사에게 치료를 받은 때 피보험자가 부담한 치료비에서 자기부담금을 차감한 금액의 80% 지급한도액 내에서 보상,,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,펫퍼민트 반려묘 통원의료비보장,반려동물에게 질병 또는 상해가 발생하여 그 치료를 직접적인 목적으로 국내 동물병원에 통원하여 수의사에게 치료를 받은 때 피보험자가 부담한 치료비에서 자기부담금을 차감한 금액의 80% 지급한도액 내에서 보상,,,,,,,,,,,,,,,,,,,,,,,
메리츠화재,(무) 펫퍼민트 Puppy&Family보험 다이렉트2604,(무) 펫퍼민트 Puppy&Family보험 다이렉트2604,갱신형 펫퍼민트 반려견 배상책임보장,반려견의 행위에 기인하는 우연한 사고로 피해자에게 신체의 장해에 대한 법률상의 배상책임 또는 타인 소유의 반려동물에 손해를 입혀 그에 대한 배상책임 부담시 자기부담금을 차감한 금액의 지급한도액 내에서 보상,1000만원 한도,"33,971","33,971 원",110 원,110 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,메리츠화재,(무) 펫퍼민트 Puppy&Family보험 다이렉트2604,갱신형 펫퍼민트 반려견 배상책임보장,반려견의 행위에 기인하는 우연한 사고로 피해자에게 신체의 장해에 대한 법률상의 배상책임 또는 타인 소유의 반려동물에 손해를 입혀 그에 대한 배상책임 부담시 자기부담금을 차감한 금액의 지급한도액 내에서 보상,1000만원 한도,"33,971","33,871",110.3,110.3,,,,,,,,,,,,,,,,,,
메리츠화재,(무) 펫퍼민트 Puppy&Family보험 다이렉트2604,,일반상해80%이상후유장해,상해로 장해지급률이 80%이상에 해당하는 장해상태가 되었을 때,1억원,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,일반상해80%이상후유장해,상해로 장해지급률이 80%이상에 해당하는 장해상태가 되었을 때,1억원,,,,,,,,,,,,,,,,,,,,,,
메리츠화재,(무) 펫퍼민트 Puppy&Family보험 다이렉트2604,,펫퍼민트 반려견 입원의료비보장,반려동물에게 질병 또는 상해가 발생하여 그 치료를 직접적인 목적으로 국내 동물병원에 입원하여 수의사에게 치료를 받은 때 피보험자가 부담한 치료비에서 자기부담금을 차감한 금액의 80% 지급한도액 내에서 보상,500만원 한도,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,펫퍼민트 반려견 입원의료비보장,반려동물에게 질병 또는 상해가 발생하여 그 치료를 직접적인 목적으로 국내 동물병원에 입원하여 수의사에게 치료를 받은 때 피보험자가 부담한 치료비에서 자기부담금을 차감한 금액의 80% 지급한도액 내에서 보상,500만원 한도,,,,,,,,,,,,,,,,,,,,,,
메리츠화재,(무) 펫퍼민트 Puppy&Family보험 다이렉트2604,,펫퍼민트 반려견 통원의료비보장,반려동물에게 질병 또는 상해가 발생하여 그 치료를 직접적인 목적으로 국내 동물병원에 통원하여 수의사에게 치료를 받은 때 피보험자가 부담한 치료비에서 자기부담금을 차감한 금액의 80% 지급한도액 내에서 보상,,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,펫퍼민트 반려견 통원의료비보장,반려동물에게 질병 또는 상해가 발생하여 그 치료를 직접적인 목적으로 국내 동물병원에 통원하여 수의사에게 치료를 받은 때 피보험자가 부담한 치료비에서 자기부담금을 차감한 금액의 80% 지급한도액 내에서 보상,,,,,,,,,,,,,,,,,,,,,,,
메리츠화재,(무) 펫퍼민트 Cat&Family보험2604,(무) 펫퍼민트 Cat&Family보험2604,일반상해80%이상후유장해,상해로 장해지급률이 80%이상에 해당하는 장해상태가 되었을 때,1억원,"34,465","34,465 원",104 원,104 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,메리츠화재,(무) 펫퍼민트 Cat&Family보험2604,일반상해80%이상후유장해,상해로 장해지급률이 80%이상에 해당하는 장해상태가 되었을 때,1억원,"34,465","34,365",104.9,104.9,,,,,,,,,,,,,,,,,,
메리츠화재,(무) 펫퍼민트 Cat&Family보험2604,,펫퍼민트 반려묘 입원의료비보장,반려동물에게 질병 또는 상해가 발생하여 그 치료를 직접적인 목적으로 국내 동물병원에 입원하여 수의사에게 치료를 받은 때 피보험자가 부담한 치료비에서 자기부담금을 차감한 금액의 80% 지급한도액 내에서 보상,500만원 한도,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,펫퍼민트 반려묘 입원의료비보장,반려동물에게 질병 또는 상해가 발생하여 그 치료를 직접적인 목적으로 국내 동물병원에 입원하여 수의사에게 치료를 받은 때 피보험자가 부담한 치료비에서 자기부담금을 차감한 금액의 80% 지급한도액 내에서 보상,500만원 한도,,,,,,,,,,,,,,,,,,,,,,
메리츠화재,(무) 펫퍼민트 Cat&Family보험2604,,펫퍼민트 반려묘 통원의료비보장,반려동물에게 질병 또는 상해가 발생하여 그 치료를 직접적인 목적으로 국내 동물병원에 통원하여 수의사에게 치료를 받은 때 피보험자가 부담한 치료비에서 자기부담금을 차감한 금액의 80% 지급한도액 내에서 보상,,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,펫퍼민트 반려묘 통원의료비보장,반려동물에게 질병 또는 상해가 발생하여 그 치료를 직접적인 목적으로 국내 동물병원에 통원하여 수의사에게 치료를 받은 때 피보험자가 부담한 치료비에서 자기부담금을 차감한 금액의 80% 지급한도액 내에서 보상,,,,,,,,,,,,,,,,,,,,,,,
메리츠화재,(무) 펫퍼민트 Puppy&Family보험2604,(무) 펫퍼민트 Puppy&Family보험2604,갱신형 펫퍼민트 반려견 배상책임보장,반려견의 행위에 기인하는 우연한 사고로 피해자에게 신체의 장해에 대한 법률상의 배상책임 또는 타인 소유의 반려동물에 손해를 입혀 그에 대한 배상책임 부담시 자기부담금을 차감한 금액의 지급한도액 내에서 보상,1000만원 한도,"37,461","37,461 원",121 원,121 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,메리츠화재,(무) 펫퍼민트 Puppy&Family보험2604,갱신형 펫퍼민트 반려견 배상책임보장,반려견의 행위에 기인하는 우연한 사고로 피해자에게 신체의 장해에 대한 법률상의 배상책임 또는 타인 소유의 반려동물에 손해를 입혀 그에 대한 배상책임 부담시 자기부담금을 차감한 금액의 지급한도액 내에서 보상,1000만원 한도,"37,461","37,361",121.6,121.7,,,,,,,,,,,,,,,,,,
메리츠화재,(무) 펫퍼민트 Puppy&Family보험2604,,일반상해80%이상후유장해,상해로 장해지급률이 80%이상에 해당하는 장해상태가 되었을 때,1억원,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,일반상해80%이상후유장해,상해로 장해지급률이 80%이상에 해당하는 장해상태가 되었을 때,1억원,,,,,,,,,,,,,,,,,,,,,,
메리츠화재,(무) 펫퍼민트 Puppy&Family보험2604,,펫퍼민트 반려견 입원의료비보장,반려동물에게 질병 또는 상해가 발생하여 그 치료를 직접적인 목적으로 국내 동물병원에 입원하여 수의사에게 치료를 받은 때 피보험자가 부담한 치료비에서 자기부담금을 차감한 금액의 80% 지급한도액 내에서 보상,500만원 한도,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,펫퍼민트 반려견 입원의료비보장,반려동물에게 질병 또는 상해가 발생하여 그 치료를 직접적인 목적으로 국내 동물병원에 입원하여 수의사에게 치료를 받은 때 피보험자가 부담한 치료비에서 자기부담금을 차감한 금액의 80% 지급한도액 내에서 보상,500만원 한도,,,,,,,,,,,,,,,,,,,,,,
메리츠화재,(무) 펫퍼민트 Puppy&Family보험2604,,펫퍼민트 반려견 통원의료비보장,반려동물에게 질병 또는 상해가 발생하여 그 치료를 직접적인 목적으로 국내 동물병원에 통원하여 수의사에게 치료를 받은 때 피보험자가 부담한 치료비에서 자기부담금을 차감한 금액의 80% 지급한도액 내에서 보상,,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,펫퍼민트 반려견 통원의료비보장,반려동물에게 질병 또는 상해가 발생하여 그 치료를 직접적인 목적으로 국내 동물병원에 통원하여 수의사에게 치료를 받은 때 피보험자가 부담한 치료비에서 자기부담금을 차감한 금액의 80% 지급한도액 내에서 보상,,,,,,,,,,,,,,,,,,,,,,,
삼성화재,무배당 삼성화재 다이렉트 착한펫보험(강아지)(2601.6),무배당 삼성화재 다이렉트 착한펫보험(강아지)(2601.6),[갱신형] 반려견 배상책임,보험증권에 기재된 피보험자의 반려견의 행위에 기인하는 우연한 사고로 타인의 신체의 피해(대인) 또는 타인의 반려동물의 손해(대물)에 대한 법률상배상책임을 부담함으로써 입은 손해 발생시 가입금액을 한도로 보상※ 1사고당 자기부담금 : 10만원,가입금액 한도,"25,725","25,725 원",94 원,94 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,삼성화재,무배당 삼성화재 다이렉트 착한펫보험(강아지)(2601.6),[갱신형] 반려견 배상책임,보험증권에 기재된 피보험자의 반려견의 행위에 기인하는 우연한 사고로 타인의 신체의 피해(대인) 또는 타인의 반려동물의 손해(대물)에 대한 법률상배상책임을 부담함으로써 입은 손해 발생시 가입금액을 한도로 보상※ 1사고당 자기부담금 : 10만원,가입금액 한도,"25,725","25,485",94.2,94.2,,,,,,,,,,,,,,,,,,
삼성화재,무배당 삼성화재 다이렉트 착한펫보험(강아지)(2601.6),,[갱신형] 반려견 사망위로금,보장개시일 이후 보험증권에 기재된 반려견이 사망한 경우 가입금액 지급※ 보장개시일은 최초 계약일 또는 부활(효력회복)일부터 30일이 지난날의다음날임,가입금액,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,[갱신형] 반려견 사망위로금,보장개시일 이후 보험증권에 기재된 반려견이 사망한 경우 가입금액 지급※ 보장개시일은 최초 계약일 또는 부활(효력회복)일부터 30일이 지난날의다음날임,가입금액,,,,,,,,,,,,,,,,,,,,,,
삼성화재,무배당 삼성화재 다이렉트 착한펫보험(강아지)(2601.6),,반려견 의료비(치과및구강질환포함)(수술당일)(70%보상형)(재가입형),"보장개시일 이후 보험증권에 기재된 반려견에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 국내에서 수의사에게 수술을 받은 경우 피보험자가 부담한 수술 당일 반려견의 치료에 사용된 비용을 보험가입금액을 한도로 보상(연간 2회한)※ 질병으로 인한 반려견 의료비(수술당일)의 보장개시일은 최초 계약일 또는 부활(효력회복)일부터 30일(단, 암, 백내장, 녹내장, 심장질환, 신장질환, 방광질환 및 각종 결석의 경우 90일)이 지난날의 다음날이며, 상해로 인한 반려견 의료비(수술당일)의 보장개시일은 계약일임※ 계약일부터 1년 이내에 발생한 슬관절탈구, 고관절탈구, 슬관절형성부전, 고관절형성부전 또는 기타 이들과 유사한 사고에 대해서는 보험금을 지급하지 않음※ 「연간」이란 계약일부터 매1년 단위로 도래하는 계약해당일 전일까지의 기간을 의미함※ 1사고당 가입시 선택한 자기부담금",가입금액 한도,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려견 의료비(치과및구강질환포함)(수술당일)(70%보상형)(재가입형),"보장개시일 이후 보험증권에 기재된 반려견에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 국내에서 수의사에게 수술을 받은 경우 피보험자가 부담한 수술 당일 반려견의 치료에 사용된 비용을 보험가입금액을 한도로 보상(연간 2회한)※ 질병으로 인한 반려견 의료비(수술당일)의 보장개시일은 최초 계약일 또는 부활(효력회복)일부터 30일(단, 암, 백내장, 녹내장, 심장질환, 신장질환, 방광질환 및 각종 결석의 경우 90일)이 지난날의 다음날이며, 상해로 인한 반려견 의료비(수술당일)의 보장개시일은 계약일임※ 계약일부터 1년 이내에 발생한 슬관절탈구, 고관절탈구, 슬관절형성부전, 고관절형성부전 또는 기타 이들과 유사한 사고에 대해서는 보험금을 지급하지 않음※ 「연간」이란 계약일부터 매1년 단위로 도래하는 계약해당일 전일까지의 기간을 의미함※ 1사고당 가입시 선택한 자기부담금",가입금액 한도,,,,,,,,,,,,,,,,,,,,,,
삼성화재,무배당 삼성화재 다이렉트 착한펫보험(강아지)(2601.6),,"반려견 의료비(치과및구강질환포함)(수술당일제외, 검사비포함)(70%보상형)(재가입형)","보장개시일 이후 보험증권에 기재된 반려견에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 국내에서 수의사에게 치료를 받은 때에는 수술을 받지 않은 날에 한하여 1일당 피보험자가 부담한 반려견의 치료에 사용된 비용(검사비 포함)을 보험가입금액을 한도로 보상(연간 반려견 의료비보험금(수술당일제외, 검사비포함)의 총합계는 연간 총 보상한도액 한도로 보상)※ 1일당 한도/연간 총한도 : 10만/1000만※ 질병으로 인한 반려견 의료비(수술당일제외, 검사비포함)의 보장개시일은 최초 계약일 또는 부활(효력회복)일부터 30일(단, 암, 백내장, 녹내장, 심장질환, 신장질환, 방광질환 및 각종 결석의 경우 90일)이 지난날의 다음날이며, 상해로 인한 반려견 의료비(수술당일제외, 검사비포함)의 보장개시일은 계약일임※ 계약일부터 1년 이내에 발생한 슬관절탈구, 고관절탈구, 슬관절형성부전, 고관절형성부전 또는 기타 이들과 유사한 사고에 대해서는 보험금을 지급하지 않음※ 「연간」이란 계약일부터 매1년 단위로 도래하는 계약해당일 전일까지의 기간을 의미함※ 「검사비」란 기본검사(신체검사, 정형검사, 신경계검사, 안검사, 피부과검사 등), 영상검사(X-ray, 초음파검사, CT, MRI, 내시경검사 등), 실험실검사(혈액검사, 임상병리검사, 조직병리검사, 배양검사 등)에 사용된 비용을 의미함※ 1사고당 가입시 선택한 자기부담금",,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,"반려견 의료비(치과및구강질환포함)(수술당일제외, 검사비포함)(70%보상형)(재가입형)","보장개시일 이후 보험증권에 기재된 반려견에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 국내에서 수의사에게 치료를 받은 때에는 수술을 받지 않은 날에 한하여 1일당 피보험자가 부담한 반려견의 치료에 사용된 비용(검사비 포함)을 보험가입금액을 한도로 보상(연간 반려견 의료비보험금(수술당일제외, 검사비포함)의 총합계는 연간 총 보상한도액 한도로 보상)※ 1일당 한도/연간 총한도 : 10만/1000만※ 질병으로 인한 반려견 의료비(수술당일제외, 검사비포함)의 보장개시일은 최초 계약일 또는 부활(효력회복)일부터 30일(단, 암, 백내장, 녹내장, 심장질환, 신장질환, 방광질환 및 각종 결석의 경우 90일)이 지난날의 다음날이며, 상해로 인한 반려견 의료비(수술당일제외, 검사비포함)의 보장개시일은 계약일임※ 계약일부터 1년 이내에 발생한 슬관절탈구, 고관절탈구, 슬관절형성부전, 고관절형성부전 또는 기타 이들과 유사한 사고에 대해서는 보험금을 지급하지 않음※ 「연간」이란 계약일부터 매1년 단위로 도래하는 계약해당일 전일까지의 기간을 의미함※ 「검사비」란 기본검사(신체검사, 정형검사, 신경계검사, 안검사, 피부과검사 등), 영상검사(X-ray, 초음파검사, CT, MRI, 내시경검사 등), 실험실검사(혈액검사, 임상병리검사, 조직병리검사, 배양검사 등)에 사용된 비용을 의미함※ 1사고당 가입시 선택한 자기부담금",,,,,,,,,,,,,,,,,,,,,,,
삼성화재,무배당 삼성화재 다이렉트 착한펫보험(강아지)(2601.6),,상해 후유장해(80%이상),상해사고로 80%이상 후유장해가 발생한 경우(최초 1회한),가입금액,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,상해 후유장해(80%이상),상해사고로 80%이상 후유장해가 발생한 경우(최초 1회한),가입금액,,,,,,,,,,,,,,,,,,,,,,
삼성화재,무배당 삼성화재 다이렉트 반려묘보험(2601.7),무배당 삼성화재 다이렉트 반려묘보험(2601.7),[갱신형] 반려묘 사망위로금,보장개시일 이후 보험증권에 기재된 반려묘가 사망한 경우 가입금액 지급,가입금액,"24,532","24,532 원",94 원,94 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,삼성화재,무배당 삼성화재 다이렉트 반려묘보험(2601.7),[갱신형] 반려묘 사망위로금,보장개시일 이후 보험증권에 기재된 반려묘가 사망한 경우 가입금액 지급,가입금액,"24,532","24,218",94.2,94.2,,,,,,,,,,,,,,,,,,
삼성화재,무배당 삼성화재 다이렉트 반려묘보험(2601.7),,반려동물 양육자금Ⅰ,상해사고로 피보험자(사람)가 사망한 경우 5년간 매월 가입금액 지급,,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물 양육자금Ⅰ,상해사고로 피보험자(사람)가 사망한 경우 5년간 매월 가입금액 지급,,,,,,,,,,,,,,,,,,,,,,,
삼성화재,무배당 삼성화재 다이렉트 반려묘보험(2601.7),,반려묘 수술비(치과및구강질환포함)(70%보상형)(재가입형),"보장개시일 이후 보험증권에 기재된 반려묘에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 국내에서 수의사에게 수술을 받은 때에는 피보험자가 부담한 수술 당일 반려묘의 치료에 사용된 비용을 보험가입금액을 한도로 의료비 보험금에 추가하여 보상(연간 2회한, 치과 및 구강질환 포함)",가입금액 한도,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려묘 수술비(치과및구강질환포함)(70%보상형)(재가입형),"보장개시일 이후 보험증권에 기재된 반려묘에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 국내에서 수의사에게 수술을 받은 때에는 피보험자가 부담한 수술 당일 반려묘의 치료에 사용된 비용을 보험가입금액을 한도로 의료비 보험금에 추가하여 보상(연간 2회한, 치과 및 구강질환 포함)",가입금액 한도,,,,,,,,,,,,,,,,,,,,,,
삼성화재,무배당 삼성화재 다이렉트 반려묘보험(2601.7),,반려묘 의료비(치과및구강질환포함)(70%보상형)(재가입형),"보장개시일 이후 보험증권에 기재된 반려묘에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 국내에서 수의사에게 치료를 받은 때에는 1일당 피보험자가 부담한 반려묘의 치료에 사용된 비용을 보험가입금액을 한도로 보상(연간 반려묘 의료비보험금의 총합계는 연간 총 보상한도액 한도로 보상, 치과 및 구강질환 포함)",,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려묘 의료비(치과및구강질환포함)(70%보상형)(재가입형),"보장개시일 이후 보험증권에 기재된 반려묘에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 국내에서 수의사에게 치료를 받은 때에는 1일당 피보험자가 부담한 반려묘의 치료에 사용된 비용을 보험가입금액을 한도로 보상(연간 반려묘 의료비보험금의 총합계는 연간 총 보상한도액 한도로 보상, 치과 및 구강질환 포함)",,,,,,,,,,,,,,,,,,,,,,,
삼성화재,무배당 삼성화재 다이렉트 반려묘보험(2601.7),,상해 후유장해(80%이상),상해사고로 80%이상 후유장해가 발생한 경우(최초 1회한),가입금액,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,상해 후유장해(80%이상),상해사고로 80%이상 후유장해가 발생한 경우(최초 1회한),가입금액,,,,,,,,,,,,,,,,,,,,,,
삼성화재,무배당 삼성화재 펫보험 위풍댕댕(2605.1)(재가입계약용),무배당 삼성화재 펫보험 위풍댕댕(2605.1)(재가입계약용),"반려견 의료비 확대보장(특정처치(이물제거))(수술당일제외, 연간2회한)(70%보상형)(재가입형)","보장개시일 이후 보험증권에 기재된 반려견의 이물 섭취에 따른 치료를 목적으로 국내에서 수의사에게 이물제거(내시경 또는 구토약물)치료를 받은 경우, 피보험자가 부담한 당일 반려견 치료비용에서 반려견의료비(치과및구강질환포함)(수술당일제외, 검사비포함)보험금의 1일 한도와 자기부담금을 제외한 금액에 대해 보상비율을 곱한 금액을 약관에 정한 한도로 보상(연간 2회한)※ 1회당 한도 : 내시경 200만원, 구토유도약물 20만원※ 「연간」이란 계약일부터 매1년 단위로 도래하는 계약해당일 전일까지의 기간을 의미함※ 「반려견의료비(수술당일제외, 검사비포함)보험금의 1일 한도」란 반려견이 이물제거(내시경 또는 구토유도약물)치료를 받은 당일 반려견 의료비(치과및구강질환포함)(수술당일제외, 검사비포함) 특별약관에서 보상하는 의료비보험금의 1일 한도를 의미함※ 가입시 선택한 1일당 자기부담금",가입금액 한도,"29,241","29,241 원",94 원,94 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,삼성화재,무배당 삼성화재 펫보험 위풍댕댕(2605.1)(재가입계약용),"반려견 의료비 확대보장(특정처치(이물제거))(수술당일제외, 연간2회한)(70%보상형)(재가입형)","보장개시일 이후 보험증권에 기재된 반려견의 이물 섭취에 따른 치료를 목적으로 국내에서 수의사에게 이물제거(내시경 또는 구토약물)치료를 받은 경우, 피보험자가 부담한 당일 반려견 치료비용에서 반려견의료비(치과및구강질환포함)(수술당일제외, 검사비포함)보험금의 1일 한도와 자기부담금을 제외한 금액에 대해 보상비율을 곱한 금액을 약관에 정한 한도로 보상(연간 2회한)※ 1회당 한도 : 내시경 200만원, 구토유도약물 20만원※ 「연간」이란 계약일부터 매1년 단위로 도래하는 계약해당일 전일까지의 기간을 의미함※ 「반려견의료비(수술당일제외, 검사비포함)보험금의 1일 한도」란 반려견이 이물제거(내시경 또는 구토유도약물)치료를 받은 당일 반려견 의료비(치과및구강질환포함)(수술당일제외, 검사비포함) 특별약관에서 보상하는 의료비보험금의 1일 한도를 의미함※ 가입시 선택한 1일당 자기부담금",가입금액 한도,"29,241","29,241",94.6,94.6,,,,,,,,,,,,,,,,,,
삼성화재,무배당 삼성화재 펫보험 위풍댕댕(2605.1)(재가입계약용),,반려견 의료비(치과및구강질환포함)(수술당일)(70%보상형)(재가입형),보장개시일 이후 보험증권에 기재된 반려견에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 국내에서 수의사에게 수술을 받은 경우 피보험자가 부담한 수술 당일 반려견의 치료에 사용된 비용을 보험가입금액을 한도로 보상(연간 2회한)※ 「연간」이란 계약일부터 매1년 단위로 도래하는 계약해당일 전일까지의 기간을 의미함※ 1사고당 가입시 선택한 자기부담금,,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려견 의료비(치과및구강질환포함)(수술당일)(70%보상형)(재가입형),보장개시일 이후 보험증권에 기재된 반려견에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 국내에서 수의사에게 수술을 받은 경우 피보험자가 부담한 수술 당일 반려견의 치료에 사용된 비용을 보험가입금액을 한도로 보상(연간 2회한)※ 「연간」이란 계약일부터 매1년 단위로 도래하는 계약해당일 전일까지의 기간을 의미함※ 1사고당 가입시 선택한 자기부담금,,,,,,,,,,,,,,,,,,,,,,,
삼성화재,무배당 삼성화재 펫보험 위풍댕댕(2605.1)(재가입계약용),,"반려견 의료비(치과및구강질환포함)(수술당일제외, 검사비포함)(70%보상형)(재가입형)","보장개시일 이후 보험증권에 기재된 반려견에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 국내에서 수의사에게 치료를 받은 때에는 수술을 받지 않은 날에 한하여 1일당 피보험자가 부담한 반려견의 치료에 사용된 비용(검사비 포함)을 보험가입금액을 한도로 보상(연간 반려견 의료비보험금(수술당일제외, 검사비포함)의 총합계는 연간 총 보상한도액 한도로 보상)※ 1일당 한도/연간 총한도 : 10만/1000만※ 「연간」이란 계약일부터 매1년 단위로 도래하는 계약해당일 전일까지의 기간을 의미함※ 「검사비」란 기본검사(신체검사, 정형검사, 신경계검사, 안검사, 피부과검사 등), 영상검사(X-ray, 초음파검사, CT, MRI, 내시경검사 등), 실험실검사(혈액검사, 임상병리검사, 조직병리검사, 배양검사 등)에 사용된 비용을 의미함※ 1사고당 가입시 선택한 자기부담금",,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,"반려견 의료비(치과및구강질환포함)(수술당일제외, 검사비포함)(70%보상형)(재가입형)","보장개시일 이후 보험증권에 기재된 반려견에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 국내에서 수의사에게 치료를 받은 때에는 수술을 받지 않은 날에 한하여 1일당 피보험자가 부담한 반려견의 치료에 사용된 비용(검사비 포함)을 보험가입금액을 한도로 보상(연간 반려견 의료비보험금(수술당일제외, 검사비포함)의 총합계는 연간 총 보상한도액 한도로 보상)※ 1일당 한도/연간 총한도 : 10만/1000만※ 「연간」이란 계약일부터 매1년 단위로 도래하는 계약해당일 전일까지의 기간을 의미함※ 「검사비」란 기본검사(신체검사, 정형검사, 신경계검사, 안검사, 피부과검사 등), 영상검사(X-ray, 초음파검사, CT, MRI, 내시경검사 등), 실험실검사(혈액검사, 임상병리검사, 조직병리검사, 배양검사 등)에 사용된 비용을 의미함※ 1사고당 가입시 선택한 자기부담금",,,,,,,,,,,,,,,,,,,,,,,
